InvoiceDate,StockCode,units_sold,revenue,n_invoices,units_roll_7,revenue_roll_7,units_roll_14,revenue_roll_14,units_roll_30,revenue_roll_30,units_lag_1,units_lag_7,units_lag_14,day_of_week,day_of_month,month,quarter,is_weekend,is_dec
2024-11-26,SKU10010,7,123.06,1,16.86,268.44,10.71,174.4,7.33,122.41,4.0,2.0,6.0,1,26,11,4,0,0
2024-11-29,SKU10010,8,140.64,2,17.71,283.51,11.0,179.43,7.43,124.17,7.0,2.0,4.0,4,29,11,4,0,0
2024-12-02,SKU10010,1,17.58,1,17.0,270.95,11.0,179.43,7.43,124.17,8.0,6.0,1.0,0,2,12,4,0,1
2024-12-03,SKU10010,2,35.16,1,15.86,250.86,11.0,179.43,7.43,124.17,1.0,10.0,2.0,1,3,12,4,0,1
2024-12-04,SKU10010,2,35.16,1,4.14,72.83,10.5,170.64,7.4,123.58,2.0,84.0,9.0,2,4,12,4,0,1
2024-12-05,SKU10010,3,52.74,1,3.86,67.81,10.0,161.85,7.43,124.17,2.0,5.0,10.0,3,5,12,4,0,1
2024-12-06,SKU10010,1,17.58,1,3.43,60.27,9.79,158.08,7.43,124.17,3.0,4.0,4.0,4,6,12,4,0,1
2024-12-10,SKU10010,1,17.58,1,2.57,45.21,9.71,156.82,7.17,119.48,1.0,7.0,2.0,1,10,12,4,0,1
2024-12-12,SKU10010,2,35.16,1,1.71,30.14,9.71,156.82,7.0,116.55,1.0,8.0,2.0,3,12,12,4,0,1
2024-12-13,SKU10010,5,87.89999999999999,2,2.29,40.18,9.64,155.57,7.1,118.31,2.0,1.0,6.0,4,13,12,4,0,1
2024-12-14,SKU10010,2,35.16,1,2.29,40.18,9.07,145.52,6.97,115.96,5.0,2.0,10.0,5,14,12,4,1,1
2024-12-16,SKU10010,3,52.739999999999995,2,2.43,42.69,3.29,57.76,7.0,116.55,2.0,2.0,84.0,0,16,12,4,0,1
2024-12-19,SKU10010,4,59.76,1,2.57,43.7,3.21,55.75,6.73,111.51,3.0,3.0,5.0,3,19,12,4,0,1
2024-12-20,SKU10010,5,87.9,3,3.14,53.74,3.29,57.01,6.67,110.34,4.0,1.0,4.0,4,20,12,4,0,1
2024-12-21,SKU10010,1,17.58,1,3.14,53.74,2.86,49.47,6.57,108.58,5.0,1.0,7.0,5,21,12,4,1,1
2024-12-22,SKU10010,1,17.58,1,3.0,51.23,2.36,40.68,6.57,108.58,1.0,2.0,8.0,6,22,12,4,1,1
2024-12-23,SKU10010,1,17.58,1,2.43,41.19,2.36,40.68,6.4,105.65,1.0,5.0,1.0,0,23,12,4,0,1
2024-12-25,SKU10010,1,17.58,1,2.29,38.67,2.29,39.43,6.3,103.89,1.0,2.0,2.0,2,25,12,4,0,1
2024-12-26,SKU10010,7,123.06,2,2.86,48.72,2.64,45.71,6.5,107.41,1.0,3.0,2.0,3,26,12,4,0,1
2024-12-27,SKU10010,4,70.32,1,2.86,50.23,2.71,46.96,6.57,108.58,7.0,4.0,3.0,4,27,12,4,0,1
2024-12-28,SKU10010,3,52.74,1,2.57,45.21,2.86,49.47,6.37,105.06,4.0,5.0,1.0,5,28,12,4,1,1
2024-12-29,SKU10010,6,105.48,2,3.29,57.76,3.21,55.75,6.23,102.72,3.0,1.0,1.0,6,29,12,4,1,1
2024-12-30,SKU10010,4,70.32,1,3.71,65.3,3.36,58.26,6.23,102.72,6.0,1.0,2.0,0,30,12,4,0,1
2023-02-09,SKU10011,4,9.24,1,4.0,9.24,4.0,9.24,4.0,9.24,,,,3,9,2,1,0,0
2023-02-21,SKU10011,4,8.89,2,4.0,9.07,4.0,9.07,4.0,9.07,4.0,,,1,21,2,1,0,0
2023-02-24,SKU10011,3,6.93,1,3.67,8.35,3.67,8.35,3.67,8.35,4.0,,,4,24,2,1,0,0
2023-03-04,SKU10011,3,6.93,1,3.5,8.0,3.5,8.0,3.5,8.0,3.0,,,5,4,3,1,1,0
2023-03-06,SKU10011,11,25.41,1,5.0,11.48,5.0,11.48,5.0,11.48,3.0,,,0,6,3,1,0,0
2023-03-09,SKU10011,2,4.62,1,4.5,10.34,4.5,10.34,4.5,10.34,11.0,,,3,9,3,1,0,0
2023-03-10,SKU10011,3,6.93,1,4.29,9.85,4.29,9.85,4.29,9.85,2.0,,,4,10,3,1,0,0
2023-03-15,SKU10011,6,13.86,1,4.57,10.51,4.5,10.35,4.5,10.35,3.0,4.0,,2,15,3,1,0,0
2023-03-17,SKU10011,1,2.31,1,4.14,9.57,4.11,9.46,4.11,9.46,6.0,4.0,,4,17,3,1,0,0
2023-03-18,SKU10011,2,4.62,1,4.0,9.24,3.9,8.97,3.9,8.97,1.0,3.0,,5,18,3,1,1,0
2023-03-28,SKU10011,12,27.720000000000002,2,5.29,12.21,4.64,10.68,4.64,10.68,2.0,3.0,,1,28,3,1,0,0
2023-03-30,SKU10011,1,2.31,1,3.86,8.91,4.33,9.98,4.33,9.98,12.0,11.0,,3,30,3,1,0,0
2023-04-01,SKU10011,4,9.24,1,4.14,9.57,4.31,9.92,4.31,9.92,1.0,2.0,,5,1,4,2,1,0
2023-04-02,SKU10011,2,4.62,1,4.0,9.24,4.14,9.54,4.14,9.54,4.0,3.0,,6,2,4,2,1,0
2023-04-04,SKU10011,2,4.62,1,3.43,7.92,4.0,9.22,4.0,9.22,2.0,6.0,4.0,1,4,4,2,0,0
2023-04-06,SKU10011,1,2.31,1,3.43,7.92,3.79,8.75,3.81,8.78,2.0,1.0,4.0,3,6,4,2,0,0
2023-04-09,SKU10011,100,231.0,1,17.43,40.26,10.71,24.75,9.47,21.86,1.0,2.0,3.0,6,9,4,2,1,0
2023-04-13,SKU10011,4,9.24,1,16.29,37.62,10.79,24.92,9.17,21.16,100.0,12.0,3.0,3,13,4,2,0,0
2023-04-14,SKU10011,5,11.55,1,16.86,38.94,10.36,23.93,8.95,20.65,4.0,1.0,11.0,4,14,4,2,0,0
2023-04-20,SKU10011,4,9.24,1,16.86,38.94,10.5,24.26,8.7,20.08,5.0,4.0,2.0,3,20,4,2,0,0
2023-04-21,SKU10011,1,1.96,1,16.71,38.56,10.36,23.9,8.33,19.22,4.0,2.0,3.0,4,21,4,2,0,0
2023-04-24,SKU10011,1,2.31,1,16.57,38.23,10.0,23.08,8.0,18.45,1.0,2.0,6.0,0,24,4,2,0,0
2023-04-25,SKU10011,1,2.31,1,16.57,38.23,10.0,23.08,7.7,17.75,1.0,1.0,1.0,1,25,4,2,0,0
2023-04-26,SKU10011,9,20.79,1,3.57,8.2,10.5,24.23,7.75,17.87,1.0,100.0,2.0,2,26,4,2,0,0
2023-04-28,SKU10011,1,2.31,1,3.14,7.21,9.71,22.42,7.48,17.25,9.0,4.0,12.0,4,28,4,2,0,0
2023-04-30,SKU10011,1,2.31,1,2.57,5.89,9.71,22.42,7.23,16.68,1.0,5.0,1.0,6,30,4,2,1,0
2023-05-09,SKU10011,4,9.24,1,2.57,5.89,9.71,22.42,7.11,16.4,1.0,4.0,4.0,1,9,5,2,0,0
2023-05-10,SKU10011,2,4.27,2,2.71,6.22,9.71,22.39,6.93,15.97,4.0,1.0,2.0,2,10,5,2,0,0
2023-05-13,SKU10011,1,2.31,1,2.71,6.22,9.64,22.22,6.72,15.5,2.0,1.0,2.0,5,13,5,2,1,0
2023-05-14,SKU10011,2,4.62,1,2.86,6.55,9.71,22.39,6.57,15.13,1.0,1.0,1.0,6,14,5,2,1,0
2023-05-15,SKU10011,3,6.93,1,2.0,4.57,2.79,6.38,6.53,15.06,2.0,9.0,100.0,0,15,5,2,0,0
2023-05-18,SKU10011,1,2.31,1,2.0,4.57,2.57,5.89,6.43,14.84,3.0,1.0,4.0,3,18,5,2,0,0
2023-05-19,SKU10011,7,16.17,2,2.86,6.55,2.71,6.22,6.57,15.15,1.0,1.0,5.0,4,19,5,2,0,0
2023-05-23,SKU10011,1,2.31,1,2.43,5.56,2.5,5.72,6.5,14.99,7.0,4.0,4.0,1,23,5,2,0,0
2023-05-24,SKU10011,3,6.93,1,2.57,5.94,2.64,6.08,6.23,14.38,1.0,2.0,1.0,2,24,5,2,0,0
2023-05-25,SKU10011,4,9.24,2,3.0,6.93,2.86,6.58,6.3,14.53,3.0,1.0,1.0,3,25,5,2,0,0
2023-05-26,SKU10011,5,11.55,2,3.43,7.92,3.14,7.24,6.37,14.68,4.0,2.0,1.0,4,26,5,2,0,0
2023-05-27,SKU10011,3,6.93,1,3.43,7.92,2.71,6.24,6.27,14.45,5.0,3.0,9.0,5,27,5,2,1,0
2023-05-31,SKU10011,7,16.17,2,4.29,9.9,3.14,7.24,6.47,14.91,3.0,1.0,1.0,2,31,5,2,0,0
2023-06-01,SKU10011,4,9.24,2,3.86,8.91,3.36,7.73,6.53,15.07,7.0,7.0,1.0,3,1,6,2,0,0
2023-06-03,SKU10011,2,4.62,1,4.0,9.24,3.21,7.4,6.2,14.3,4.0,1.0,4.0,5,3,6,2,1,0
2023-06-04,SKU10011,4,9.24,2,4.14,9.57,3.36,7.76,6.3,14.53,2.0,3.0,2.0,6,4,6,2,1,0
2023-06-09,SKU10011,3,6.93,1,4.0,9.24,3.5,8.08,6.27,14.45,4.0,4.0,1.0,4,9,6,2,0,0
2023-06-10,SKU10011,1,2.31,1,3.43,7.92,3.43,7.92,6.23,14.38,3.0,5.0,2.0,5,10,6,2,1,0
2023-06-13,SKU10011,7,16.17,2,4.0,9.24,3.71,8.58,6.4,14.76,1.0,3.0,3.0,1,13,6,2,0,0
2023-06-14,SKU10011,1,2.31,1,3.14,7.26,3.71,8.58,6.4,14.76,7.0,7.0,1.0,2,14,6,2,0,0
2023-06-16,SKU10011,4,9.24,1,3.14,7.26,3.5,8.09,3.2,7.37,1.0,4.0,7.0,4,16,6,2,0,0
2023-06-19,SKU10011,6,13.86,3,3.71,8.58,3.86,8.91,3.27,7.52,4.0,2.0,1.0,0,19,6,2,0,0
2023-06-20,SKU10011,4,9.24,1,3.71,8.58,3.93,9.07,3.23,7.45,6.0,4.0,3.0,1,20,6,2,0,0
2023-06-21,SKU10011,2,4.62,2,3.57,8.25,3.79,8.75,3.17,7.29,4.0,3.0,4.0,2,21,6,2,0,0
2023-06-22,SKU10011,4,9.24,1,4.0,9.24,3.71,8.58,3.27,7.53,2.0,1.0,5.0,3,22,6,2,0,0
2023-06-23,SKU10011,7,16.17,2,4.0,9.24,4.0,9.24,3.47,8.0,4.0,7.0,3.0,4,23,6,2,0,0
2023-06-25,SKU10011,2,4.62,1,4.14,9.57,3.64,8.42,3.5,8.07,7.0,1.0,7.0,6,25,6,2,1,0
2023-06-28,SKU10011,2,4.62,1,3.86,8.91,3.5,8.09,3.27,7.53,2.0,4.0,4.0,2,28,6,2,0,0
2023-06-29,SKU10011,2,4.62,2,3.29,7.59,3.5,8.09,3.3,7.61,2.0,6.0,2.0,3,29,6,2,0,0
2023-07-01,SKU10011,3,6.93,1,3.14,7.26,3.43,7.92,3.37,7.77,2.0,4.0,4.0,5,1,7,3,1,0
2023-07-02,SKU10011,4,9.24,2,3.43,7.92,3.5,8.08,3.37,7.77,3.0,2.0,3.0,6,2,7,3,1,0
2023-07-03,SKU10011,6,13.860000000000001,2,3.71,8.58,3.86,8.91,3.5,8.09,4.0,4.0,1.0,0,3,7,3,0,0
2023-07-04,SKU10011,3,6.93,1,3.14,7.26,3.57,8.25,3.57,8.24,6.0,7.0,7.0,1,4,7,3,0,0
2023-07-05,SKU10011,2,4.62,1,3.14,7.26,3.64,8.42,3.57,8.24,3.0,2.0,1.0,2,5,7,3,0,0
2023-07-06,SKU10011,2,4.62,1,3.14,7.26,3.5,8.08,3.53,8.16,2.0,2.0,4.0,3,6,7,3,0,0
2023-07-07,SKU10011,5,11.55,2,3.57,8.25,3.43,7.92,3.67,8.47,2.0,2.0,6.0,4,7,7,3,0,0
2023-07-08,SKU10011,4,9.24,4,3.71,8.58,3.43,7.92,3.57,8.24,5.0,3.0,4.0,5,8,7,3,1,0
2023-07-09,SKU10011,4,9.24,2,3.71,8.58,3.57,8.25,3.67,8.47,4.0,4.0,2.0,6,9,7,3,1,0
2023-07-10,SKU10011,3,6.93,2,3.29,7.59,3.5,8.08,3.67,8.47,4.0,6.0,4.0,0,10,7,3,0,0
2023-07-13,SKU10011,5,11.55,2,3.57,8.25,3.36,7.76,3.7,8.55,3.0,3.0,7.0,3,13,7,3,0,0
2023-07-14,SKU10011,1,2.31,1,3.43,7.92,3.29,7.59,3.57,8.24,5.0,2.0,2.0,4,14,7,3,0,0
2023-07-15,SKU10011,3,6.93,1,3.57,8.25,3.36,7.76,3.57,8.24,1.0,2.0,2.0,5,15,7,3,1,0
2023-07-16,SKU10011,6,13.86,2,3.71,8.58,3.64,8.42,3.53,8.16,3.0,5.0,2.0,6,16,7,3,1,0
2023-07-17,SKU10011,5,11.55,2,3.86,8.91,3.79,8.75,3.57,8.24,6.0,4.0,3.0,0,17,7,3,0,0
2023-07-18,SKU10011,2,4.62,2,3.57,8.25,3.64,8.42,3.57,8.24,5.0,4.0,4.0,1,18,7,3,0,0
2023-07-20,SKU10011,2,4.62,1,3.43,7.92,3.36,7.76,3.5,8.09,2.0,3.0,6.0,3,20,7,3,0,0
2023-07-26,SKU10011,5,11.55,1,3.43,7.92,3.5,8.08,3.57,8.24,2.0,5.0,3.0,2,26,7,3,0,0
2023-07-28,SKU10011,2,4.62,2,3.57,8.25,3.5,8.08,3.6,8.32,5.0,1.0,2.0,4,28,7,3,0,0
2023-07-29,SKU10011,2,4.62,1,3.43,7.92,3.5,8.08,3.43,7.93,2.0,3.0,2.0,5,29,7,3,1,0
2023-07-30,SKU10011,101,233.31,2,17.0,39.27,10.36,23.92,6.77,15.63,2.0,6.0,5.0,6,30,7,3,1,0
2023-08-01,SKU10011,8,18.48,2,17.43,40.26,10.64,24.58,6.9,15.94,101.0,5.0,4.0,1,1,8,3,0,0
2023-08-02,SKU10011,2,4.62,2,17.43,40.26,10.5,24.26,6.77,15.63,8.0,2.0,4.0,2,2,8,3,0,0
2023-08-03,SKU10011,3,6.93,1,17.57,40.59,10.5,24.25,6.73,15.55,2.0,2.0,3.0,3,3,8,3,0,0
2023-08-06,SKU10011,1,2.31,1,17.0,39.27,10.21,23.6,6.7,15.48,3.0,5.0,5.0,6,6,8,3,1,0
2023-08-07,SKU10011,4,9.24,4,17.29,39.93,10.43,24.09,6.7,15.48,1.0,2.0,1.0,0,7,8,3,0,0
2023-08-08,SKU10011,11,25.41,3,18.57,42.9,11.0,25.41,6.83,15.78,4.0,2.0,3.0,1,8,8,3,0,0
2023-08-09,SKU10011,6,13.860000000000001,2,5.0,11.55,11.0,25.41,6.97,16.09,11.0,101.0,6.0,2,9,8,3,0,0
2023-08-10,SKU10011,6,13.860000000000001,2,4.71,10.89,11.07,25.57,7.1,16.4,6.0,8.0,5.0,3,10,8,3,0,0
2023-08-11,SKU10011,15,34.650000000000006,3,6.57,15.18,12.0,27.72,7.53,17.4,6.0,2.0,2.0,4,11,8,3,0,0
2023-08-12,SKU10011,2,4.62,1,6.43,14.85,12.0,27.72,7.5,17.32,15.0,3.0,2.0,5,12,8,3,1,0
2023-08-14,SKU10011,1,2.31,1,6.43,14.85,11.71,27.06,7.4,17.09,2.0,1.0,5.0,0,14,8,3,0,0
2023-08-16,SKU10011,4,9.24,1,6.43,14.85,11.86,27.39,7.33,16.94,1.0,4.0,2.0,2,16,8,3,0,0
2023-08-17,SKU10011,4,9.24,1,5.43,12.54,12.0,27.72,7.37,17.02,4.0,11.0,2.0,3,17,8,3,0,0
2023-08-18,SKU10011,1,2.31,1,4.71,10.89,4.86,11.22,7.33,16.94,4.0,6.0,101.0,4,18,8,3,0,0
2023-08-19,SKU10011,5,11.55,2,4.57,10.56,4.64,10.73,7.43,17.17,1.0,6.0,8.0,5,19,8,3,1,0
2023-08-21,SKU10011,11,25.41,3,4.0,9.24,5.29,12.21,7.63,17.63,5.0,15.0,2.0,0,21,8,3,0,0
2023-08-22,SKU10011,3,6.93,2,4.14,9.57,5.29,12.21,7.6,17.56,11.0,2.0,3.0,1,22,8,3,0,0
2023-08-23,SKU10011,3,6.93,1,4.43,10.23,5.43,12.54,7.57,17.48,3.0,1.0,1.0,2,23,8,3,0,0
2023-08-24,SKU10011,6,13.86,1,4.71,10.89,5.57,12.87,7.67,17.71,3.0,4.0,4.0,3,24,8,3,0,0
2023-08-27,SKU10011,2,4.62,2,4.43,10.23,4.93,11.39,7.57,17.48,6.0,4.0,11.0,6,27,8,3,1,0
2023-08-28,SKU10011,10,23.1,3,5.71,13.2,5.21,12.05,7.87,18.17,2.0,1.0,6.0,0,28,8,3,0,0
2023-08-29,SKU10011,1,2.31,1,5.14,11.88,4.86,11.22,7.8,18.02,10.0,5.0,6.0,1,29,8,3,0,0
2023-08-30,SKU10011,1,2.31,1,3.71,8.58,3.86,8.91,7.63,17.63,1.0,11.0,15.0,2,30,8,3,0,0
2023-09-02,SKU10011,3,6.93,2,3.71,8.58,3.93,9.07,7.57,17.48,1.0,3.0,2.0,5,2,9,3,1,0
2023-09-03,SKU10011,2,4.62,1,3.57,8.25,4.0,9.24,7.57,17.48,3.0,3.0,1.0,6,3,9,3,1,0
2023-09-04,SKU10011,2,4.62,2,3.0,6.93,3.86,8.91,7.57,17.48,2.0,6.0,4.0,0,4,9,3,0,0
2023-09-05,SKU10011,1,2.31,1,2.86,6.6,3.64,8.42,7.43,17.17,2.0,2.0,4.0,1,5,9,3,0,0
2023-09-07,SKU10011,6,13.86,1,2.29,5.28,4.0,9.24,7.57,17.48,1.0,10.0,1.0,3,7,9,3,0,0
2023-09-08,SKU10011,2,4.27,2,2.43,5.56,3.79,8.72,7.57,17.47,6.0,1.0,5.0,4,8,9,3,0,0
2023-09-11,SKU10011,3,6.93,1,2.71,6.22,3.21,7.4,4.3,9.92,2.0,1.0,11.0,0,11,9,3,0,0
2023-09-12,SKU10011,3,6.93,1,2.71,6.22,3.21,7.4,4.13,9.54,3.0,3.0,3.0,1,12,9,3,0,0
2023-09-13,SKU10011,6,13.86,1,3.29,7.54,3.43,7.89,4.27,9.84,3.0,2.0,3.0,2,13,9,3,0,0
2023-09-15,SKU10011,4,9.24,2,3.57,8.2,3.29,7.56,4.3,9.92,6.0,2.0,6.0,4,15,9,3,0,0
2023-09-17,SKU10011,4,9.24,1,4.0,9.19,3.43,7.9,4.4,10.15,4.0,1.0,2.0,6,17,9,3,1,0
2023-09-19,SKU10011,10,23.1,3,4.57,10.51,3.43,7.9,4.6,10.61,4.0,6.0,10.0,1,19,9,3,0,0
2023-09-21,SKU10011,4,9.24,1,4.86,11.22,3.64,8.39,4.37,10.08,10.0,2.0,1.0,3,21,9,3,0,0
2023-09-23,SKU10011,5,11.55,2,5.14,11.88,3.93,9.05,4.33,10.0,4.0,3.0,1.0,5,23,9,3,1,0
2023-09-24,SKU10011,6,13.86,2,5.57,12.87,4.14,9.54,4.33,10.0,5.0,3.0,3.0,6,24,9,3,1,0
2023-09-25,SKU10011,5,11.55,2,5.43,12.54,4.36,10.04,4.0,9.23,6.0,6.0,2.0,0,25,9,3,0,0
2023-09-26,SKU10011,1,2.31,1,5.0,11.55,4.29,9.88,3.97,9.15,5.0,4.0,2.0,1,26,9,3,0,0
2023-09-29,SKU10011,1,2.31,1,4.57,10.56,4.29,9.88,3.97,9.15,1.0,4.0,1.0,4,29,9,3,0,0
2023-09-30,SKU10011,5,11.55,2,3.86,8.91,4.21,9.71,4.0,9.23,1.0,10.0,6.0,5,30,9,3,1,0
2023-10-01,SKU10011,11,24.71,2,4.86,11.12,4.86,11.17,4.23,9.74,5.0,4.0,2.0,6,1,10,4,1,0
2023-10-02,SKU10011,7,16.169999999999998,3,5.14,11.78,5.14,11.83,4.43,10.21,11.0,5.0,3.0,0,2,10,4,0,0
2023-10-03,SKU10011,5,11.55,1,5.0,11.45,5.29,12.16,4.43,10.21,7.0,6.0,3.0,1,3,10,4,0,0
2023-10-04,SKU10011,5,11.55,1,5.0,11.45,5.21,12.0,4.23,9.74,5.0,5.0,6.0,2,4,10,4,0,0
2023-10-05,SKU10011,2,4.62,2,5.14,11.78,5.07,11.66,4.2,9.67,5.0,1.0,4.0,3,5,10,4,0,0
2023-10-06,SKU10011,6,13.86,2,5.86,13.43,5.21,12.0,4.3,9.9,2.0,1.0,4.0,4,6,10,4,0,0
2023-10-07,SKU10011,1,2.31,1,5.29,12.11,4.57,10.51,4.13,9.51,6.0,5.0,10.0,5,7,10,4,1,0
2023-10-09,SKU10011,5,11.55,2,4.43,10.23,4.64,10.68,4.23,9.74,1.0,11.0,4.0,0,9,10,4,0,0
2023-10-10,SKU10011,13,30.029999999999998,2,5.29,12.21,5.21,12.0,4.33,9.98,5.0,7.0,5.0,1,10,10,4,0,0
2023-10-11,SKU10011,3,6.93,2,5.0,11.55,5.0,11.5,4.4,10.13,13.0,5.0,6.0,2,11,10,4,0,0
2023-10-12,SKU10011,8,18.48,2,5.43,12.54,5.21,12.0,4.63,10.67,3.0,5.0,5.0,3,12,10,4,0,0
2023-10-15,SKU10011,9,20.79,3,6.43,14.85,5.79,13.32,4.83,11.13,8.0,2.0,1.0,6,15,10,4,1,0
2023-10-16,SKU10011,6,13.860000000000001,2,6.43,14.85,6.14,14.14,4.97,11.44,9.0,6.0,1.0,0,16,10,4,0,0
2023-10-17,SKU10011,1,2.31,1,6.43,14.85,5.86,13.48,4.93,11.36,6.0,1.0,5.0,1,17,10,4,0,0
2023-10-18,SKU10011,13,30.03,2,7.57,17.49,6.0,13.86,5.33,12.28,1.0,5.0,11.0,2,18,10,4,0,0
2023-10-21,SKU10011,1,2.31,1,5.86,13.53,5.57,12.87,5.17,11.9,13.0,13.0,7.0,5,21,10,4,1,0
2023-10-22,SKU10011,3,6.93,1,5.86,13.53,5.43,12.54,5.2,11.99,1.0,3.0,5.0,6,22,10,4,1,0
2023-10-23,SKU10011,7,16.17,2,5.71,13.2,5.57,12.87,5.33,12.3,3.0,8.0,5.0,0,23,10,4,0,0
2023-10-25,SKU10011,1,2.31,1,4.57,10.56,5.5,12.7,5.27,12.14,7.0,9.0,2.0,2,25,10,4,0,0
2023-10-28,SKU10011,6,13.86,1,4.57,10.56,5.5,12.7,5.27,12.14,1.0,6.0,6.0,5,28,10,4,1,0
2023-10-29,SKU10011,7,16.17,3,5.43,12.54,5.93,13.69,5.37,12.37,6.0,1.0,1.0,6,29,10,4,1,0
2023-10-30,SKU10011,4,9.24,2,4.14,9.57,5.86,13.53,5.37,12.37,7.0,13.0,5.0,0,30,10,4,0,0
2023-10-31,SKU10011,1,1.96,1,4.14,9.52,5.0,11.53,5.07,11.67,4.0,1.0,13.0,1,31,10,4,0,0
2023-11-01,SKU10011,8,18.48,2,4.86,11.17,5.36,12.35,5.2,11.98,1.0,3.0,3.0,2,1,11,4,0,0
2023-11-02,SKU10011,4,9.24,1,4.43,10.18,5.07,11.69,5.17,11.9,8.0,7.0,8.0,3,2,11,4,0,0
2023-11-03,SKU10011,6,13.86,2,5.14,11.83,4.86,11.19,5.17,11.9,4.0,1.0,9.0,4,3,11,4,0,0
2023-11-05,SKU10011,1,2.31,1,4.43,10.18,4.5,10.37,5.03,11.59,6.0,6.0,6.0,6,5,11,4,1,0
2023-11-06,SKU10011,15,34.65,4,5.57,12.82,5.5,12.68,5.5,12.67,1.0,7.0,1.0,0,6,11,4,0,0
2023-11-07,SKU10011,6,13.86,1,5.86,13.48,5.0,11.52,5.67,13.06,15.0,4.0,13.0,1,7,11,4,0,0
2023-11-08,SKU10011,2,4.62,2,6.0,13.86,5.07,11.69,5.57,12.82,6.0,1.0,1.0,2,8,11,4,0,0
2023-11-09,SKU10011,9,20.79,3,6.14,14.19,5.5,12.68,5.5,12.69,2.0,8.0,3.0,3,9,11,4,0,0
2023-11-10,SKU10011,12,27.72,4,7.29,16.83,5.86,13.5,5.67,13.08,9.0,4.0,7.0,4,10,11,4,0,0
2023-11-11,SKU10011,17,39.27,2,8.86,20.46,7.0,16.14,6.07,14.0,12.0,6.0,1.0,5,11,11,4,1,0
2023-11-12,SKU10011,5,11.55,2,9.43,21.78,6.93,15.98,6.07,14.0,17.0,1.0,6.0,6,12,11,4,1,0
2023-11-13,SKU10011,6,13.860000000000001,2,8.14,18.81,6.86,15.82,6.2,14.31,5.0,15.0,7.0,0,13,11,4,0,0
2023-11-14,SKU10011,9,20.79,4,8.57,19.8,7.21,16.64,6.3,14.54,6.0,6.0,4.0,1,14,11,4,0,0
2023-11-15,SKU10011,12,27.72,4,10.0,23.1,8.0,18.48,6.67,15.39,9.0,2.0,1.0,2,15,11,4,0,0
2023-11-16,SKU10011,1,2.31,1,8.86,20.46,7.5,17.32,6.53,15.08,12.0,9.0,8.0,3,16,11,4,0,0
2023-11-17,SKU10011,1,2.31,1,7.29,16.83,7.29,16.83,6.13,14.16,1.0,12.0,4.0,4,17,11,4,0,0
2023-11-18,SKU10011,4,9.24,2,5.43,12.54,7.14,16.5,6.17,14.23,1.0,17.0,6.0,5,18,11,4,1,0
2023-11-19,SKU10011,1,2.31,1,4.86,11.22,7.14,16.5,5.93,13.69,4.0,5.0,1.0,6,19,11,4,1,0
2023-11-20,SKU10011,2,4.62,1,4.29,9.9,6.21,14.36,5.7,13.16,1.0,6.0,15.0,0,20,11,4,0,0
2023-11-21,SKU10011,6,13.860000000000001,4,3.86,8.91,6.21,14.36,5.7,13.16,2.0,9.0,6.0,1,21,11,4,0,0
2023-11-22,SKU10011,9,20.79,3,3.43,7.92,6.71,15.51,5.97,13.77,6.0,12.0,2.0,2,22,11,4,0,0
2023-11-23,SKU10011,6,13.86,1,4.14,9.57,6.5,15.02,5.73,13.23,9.0,1.0,9.0,3,23,11,4,0,0
2023-11-24,SKU10011,2,3.92,1,4.29,9.8,5.79,13.32,5.77,13.29,6.0,1.0,12.0,4,24,11,4,0,0
2023-11-25,SKU10011,9,20.79,3,5.0,11.45,5.21,12.0,5.97,13.75,2.0,4.0,17.0,5,25,11,4,1,0
2023-11-26,SKU10011,1,2.31,1,5.0,11.45,4.93,11.34,5.77,13.29,9.0,1.0,5.0,6,26,11,4,1,0
2023-11-27,SKU10011,1,2.31,1,4.86,11.12,4.57,10.51,5.77,13.29,1.0,2.0,6.0,0,27,11,4,0,0
2023-11-28,SKU10011,3,6.93,1,4.43,10.13,4.14,9.52,5.67,13.06,1.0,6.0,9.0,1,28,11,4,0,0
2023-11-29,SKU10011,1,2.31,1,3.29,7.49,3.36,7.7,5.47,12.59,3.0,9.0,12.0,2,29,11,4,0,0
2023-12-01,SKU10011,1,2.31,1,2.57,5.84,3.36,7.7,5.37,12.36,1.0,6.0,1.0,4,1,12,4,0,1
2023-12-02,SKU10011,10,23.1,4,3.71,8.58,4.0,9.19,5.67,13.07,1.0,2.0,1.0,5,2,12,4,1,1
2023-12-03,SKU10011,3,6.93,2,2.86,6.6,3.93,9.02,5.5,12.68,10.0,9.0,4.0,6,3,12,4,1,1
2023-12-04,SKU10011,6,13.86,3,3.57,8.25,4.29,9.85,5.57,12.84,3.0,1.0,1.0,0,4,12,4,0,1
2023-12-05,SKU10011,5,11.55,3,4.14,9.57,4.5,10.34,5.53,12.76,6.0,1.0,2.0,1,5,12,4,0,1
2023-12-06,SKU10011,7,16.17,4,4.71,10.89,4.57,10.51,5.73,13.22,5.0,3.0,6.0,2,6,12,4,0,1
2023-12-07,SKU10011,10,23.1,2,6.0,13.86,4.64,10.68,5.57,12.84,7.0,1.0,9.0,3,7,12,4,0,1
2023-12-08,SKU10011,12,27.72,2,7.57,17.49,5.07,11.67,5.77,13.3,10.0,1.0,6.0,4,8,12,4,0,1
2023-12-09,SKU10011,9,20.79,4,7.43,17.16,5.57,12.87,6.0,13.84,12.0,10.0,2.0,5,9,12,4,1,1
