sku_id,week_start,type,value,baseline,ci_lower,ci_upper,step
SKU036,2026-05-25,actual,11.0,7.0,11.0,11.0,0
SKU036,2026-06-01,actual,6.0,10.0,6.0,6.0,0
SKU036,2026-06-08,actual,4.0,13.0,4.0,4.0,0
SKU036,2026-06-15,actual,7.0,7.0,7.0,7.0,0
SKU037,2025-03-24,actual,27.0,0.0,27.0,27.0,0
SKU037,2025-03-31,actual,26.0,27.0,26.0,26.0,0
SKU037,2025-04-07,actual,38.0,26.5,38.0,38.0,0
SKU037,2025-04-14,actual,27.0,30.333333333333332,27.0,27.0,0
SKU037,2025-04-21,actual,17.0,29.5,17.0,17.0,0
SKU037,2025-04-28,actual,24.0,27.0,24.0,24.0,0
SKU037,2025-05-05,actual,25.0,26.5,25.0,25.0,0
SKU037,2025-05-12,actual,24.0,23.25,24.0,24.0,0
SKU037,2025-05-19,actual,28.0,22.5,28.0,28.0,0
SKU037,2025-05-26,actual,27.0,25.25,27.0,27.0,0
SKU037,2025-06-02,actual,29.0,26.0,29.0,29.0,0
SKU037,2025-06-09,actual,22.0,27.0,22.0,22.0,0
SKU037,2025-06-16,actual,26.0,26.5,26.0,26.0,0
SKU037,2025-06-23,actual,15.0,26.0,15.0,15.0,0
SKU037,2025-06-30,actual,21.0,23.0,21.0,21.0,0
SKU037,2025-07-07,actual,14.0,21.0,14.0,14.0,0
SKU037,2025-07-14,actual,14.0,19.0,14.0,14.0,0
SKU037,2025-07-21,actual,16.0,16.0,16.0,16.0,0
SKU037,2025-07-28,actual,13.0,16.25,13.0,13.0,0
SKU037,2025-08-04,actual,7.0,14.25,7.0,7.0,0
SKU037,2025-08-11,actual,21.0,12.5,21.0,21.0,0
SKU037,2025-08-18,actual,13.0,14.25,13.0,13.0,0
SKU037,2025-08-25,actual,20.0,13.5,20.0,20.0,0
SKU037,2025-09-01,actual,15.0,15.25,15.0,15.0,0
SKU037,2025-09-08,actual,13.0,17.25,13.0,13.0,0
SKU037,2025-09-15,actual,9.0,15.25,9.0,9.0,0
SKU037,2025-09-22,actual,10.0,14.25,10.0,10.0,0
SKU037,2025-09-29,actual,5.0,11.75,5.0,5.0,0
SKU037,2025-10-06,actual,13.0,9.25,13.0,13.0,0
SKU037,2025-10-13,actual,9.0,9.25,9.0,9.0,0
SKU037,2025-10-20,actual,28.0,9.25,28.0,28.0,0
SKU037,2025-10-27,actual,24.0,13.75,24.0,24.0,0
SKU037,2025-11-03,actual,17.0,18.5,17.0,17.0,0
SKU037,2025-11-10,actual,12.0,19.5,12.0,12.0,0
SKU037,2025-11-17,actual,9.0,20.25,9.0,9.0,0
SKU037,2025-11-24,actual,21.0,15.5,21.0,21.0,0
SKU037,2025-12-01,actual,18.0,14.75,18.0,18.0,0
SKU037,2025-12-08,actual,15.0,15.0,15.0,15.0,0
SKU037,2025-12-15,actual,17.0,15.75,17.0,17.0,0
SKU037,2025-12-22,actual,27.0,17.75,27.0,27.0,0
SKU037,2025-12-29,actual,19.0,19.25,19.0,19.0,0
SKU037,2026-01-05,actual,27.0,19.5,27.0,27.0,0
SKU037,2026-01-12,actual,18.0,22.5,18.0,18.0,0
SKU037,2026-01-19,actual,24.0,22.75,24.0,24.0,0
SKU037,2026-01-26,actual,32.0,22.0,32.0,32.0,0
SKU037,2026-02-02,actual,37.0,25.25,37.0,37.0,0
SKU037,2026-02-09,actual,22.0,27.75,22.0,22.0,0
SKU037,2026-02-16,actual,24.0,28.75,24.0,24.0,0
SKU037,2026-02-23,actual,33.0,28.75,33.0,33.0,0
SKU037,2026-03-02,actual,25.0,29.0,25.0,25.0,0
SKU037,2026-03-09,actual,21.0,26.0,21.0,21.0,0
SKU037,2026-03-16,actual,22.0,25.75,22.0,22.0,0
SKU037,2026-03-23,actual,19.0,27.0,19.0,19.0,0
SKU037,2026-03-30,actual,22.0,26.0,22.0,22.0,0
SKU037,2026-04-06,actual,19.0,38.0,19.0,19.0,0
SKU037,2026-04-13,actual,16.0,27.0,16.0,16.0,0
SKU037,2026-04-20,actual,19.0,17.0,19.0,19.0,0
SKU037,2026-04-27,actual,25.0,24.0,25.0,25.0,0
SKU037,2026-05-04,actual,34.0,25.0,34.0,34.0,0
SKU037,2026-05-11,actual,21.0,24.0,21.0,21.0,0
SKU037,2026-05-18,actual,14.0,28.0,14.0,14.0,0
SKU037,2026-05-25,actual,18.0,27.0,18.0,18.0,0
SKU037,2026-06-01,actual,10.0,29.0,10.0,10.0,0
SKU037,2026-06-08,actual,27.0,22.0,27.0,27.0,0
SKU037,2026-06-15,actual,21.0,26.0,21.0,21.0,0
SKU038,2024-05-27,actual,6.0,0.0,6.0,6.0,0
SKU038,2024-06-03,actual,18.0,6.0,18.0,18.0,0
SKU038,2024-06-10,actual,8.0,12.0,8.0,8.0,0
SKU038,2024-06-17,actual,3.0,10.666666666666666,3.0,3.0,0
SKU038,2024-06-24,actual,9.0,8.75,9.0,9.0,0
SKU038,2024-07-01,actual,9.0,9.5,9.0,9.0,0
SKU038,2024-07-08,actual,8.0,7.25,8.0,8.0,0
SKU038,2024-07-15,actual,10.0,7.25,10.0,10.0,0
SKU038,2024-07-22,actual,14.0,9.0,14.0,14.0,0
SKU038,2024-07-29,actual,12.0,10.25,12.0,12.0,0
SKU038,2024-08-05,actual,13.0,11.0,13.0,13.0,0
SKU038,2024-08-12,actual,8.0,12.25,8.0,8.0,0
SKU038,2024-08-19,actual,7.0,11.75,7.0,7.0,0
SKU038,2024-08-26,actual,14.0,10.0,14.0,14.0,0
SKU038,2024-09-02,actual,4.0,10.5,4.0,4.0,0
SKU038,2024-09-09,actual,7.0,8.25,7.0,7.0,0
SKU038,2024-09-16,actual,3.0,8.0,3.0,3.0,0
SKU038,2024-09-23,actual,6.0,7.0,6.0,6.0,0
SKU038,2024-09-30,actual,7.0,5.0,7.0,7.0,0
SKU038,2024-10-07,actual,8.0,5.75,8.0,8.0,0
SKU038,2024-10-14,actual,11.0,6.0,11.0,11.0,0
SKU038,2024-10-21,actual,18.0,8.0,18.0,18.0,0
SKU038,2024-10-28,actual,6.0,11.0,6.0,6.0,0
SKU038,2024-11-04,actual,9.0,10.75,9.0,9.0,0
SKU038,2024-11-11,actual,8.0,11.0,8.0,8.0,0
SKU038,2024-11-18,actual,10.0,10.25,10.0,10.0,0
SKU038,2024-11-25,actual,12.0,8.25,12.0,12.0,0
SKU038,2024-12-02,actual,9.0,9.75,9.0,9.0,0
SKU038,2024-12-09,actual,11.0,9.75,11.0,11.0,0
SKU038,2024-12-16,actual,7.0,10.5,7.0,7.0,0
SKU038,2024-12-23,actual,16.0,9.75,16.0,16.0,0
SKU038,2024-12-30,actual,6.0,10.75,6.0,6.0,0
SKU038,2025-01-06,actual,15.0,10.0,15.0,15.0,0
SKU038,2025-01-13,actual,14.0,11.0,14.0,14.0,0
SKU038,2025-01-20,actual,18.0,12.75,18.0,18.0,0
SKU038,2025-01-27,actual,12.0,13.25,12.0,12.0,0
SKU038,2025-02-03,actual,16.0,14.75,16.0,16.0,0
SKU038,2025-02-10,actual,8.0,15.0,8.0,8.0,0
SKU038,2025-02-17,actual,13.0,13.5,13.0,13.0,0
SKU038,2025-02-24,actual,14.0,12.25,14.0,14.0,0
SKU038,2025-03-03,actual,13.0,12.75,13.0,13.0,0
SKU038,2025-03-10,actual,14.0,12.0,14.0,14.0,0
SKU038,2025-03-17,actual,10.0,13.5,10.0,10.0,0
SKU038,2025-03-24,actual,12.0,12.75,12.0,12.0,0
SKU038,2025-03-31,actual,9.0,12.25,9.0,9.0,0
SKU038,2025-04-07,actual,13.0,11.25,13.0,13.0,0
SKU038,2025-04-14,actual,14.0,11.0,14.0,14.0,0
SKU038,2025-04-21,actual,11.0,12.0,11.0,11.0,0
SKU038,2025-04-28,actual,14.0,11.75,14.0,14.0,0
SKU038,2025-05-05,actual,15.0,13.0,15.0,15.0,0
SKU038,2025-05-12,actual,6.0,13.5,6.0,6.0,0
SKU038,2025-05-19,actual,8.0,11.5,8.0,8.0,0
SKU038,2025-05-26,actual,10.0,6.0,10.0,10.0,0
SKU038,2025-06-02,actual,18.0,18.0,18.0,18.0,0
SKU038,2025-06-09,actual,10.0,8.0,10.0,10.0,0
SKU038,2025-06-16,actual,9.0,3.0,9.0,9.0,0
SKU038,2025-06-23,actual,6.0,9.0,6.0,6.0,0
SKU038,2025-06-30,actual,14.0,9.0,14.0,14.0,0
SKU038,2025-07-07,actual,8.0,8.0,8.0,8.0,0
SKU038,2025-07-14,actual,12.0,10.0,12.0,12.0,0
SKU038,2025-07-21,actual,3.0,14.0,3.0,3.0,0
SKU038,2025-07-28,actual,4.0,12.0,4.0,4.0,0
SKU038,2025-08-04,actual,8.0,13.0,8.0,8.0,0
SKU038,2025-08-11,actual,12.0,8.0,12.0,12.0,0
SKU038,2025-08-18,actual,10.0,7.0,10.0,10.0,0
SKU038,2025-08-25,actual,5.0,14.0,5.0,5.0,0
SKU038,2025-09-01,actual,6.0,4.0,6.0,6.0,0
SKU038,2025-09-08,actual,8.0,7.0,8.0,8.0,0
SKU038,2025-09-15,actual,10.0,3.0,10.0,10.0,0
SKU038,2025-09-22,actual,10.0,6.0,10.0,10.0,0
SKU038,2025-09-29,actual,8.0,7.0,8.0,8.0,0
SKU038,2025-10-06,actual,4.0,8.0,4.0,4.0,0
SKU038,2025-10-13,actual,7.0,11.0,7.0,7.0,0
SKU038,2025-10-20,actual,12.0,18.0,12.0,12.0,0
SKU038,2025-10-27,actual,6.0,6.0,6.0,6.0,0
SKU038,2025-11-03,actual,10.0,9.0,10.0,10.0,0
SKU038,2025-11-10,actual,8.0,8.0,8.0,8.0,0
SKU038,2025-11-17,actual,8.0,10.0,8.0,8.0,0
SKU038,2025-11-24,actual,13.0,12.0,13.0,13.0,0
SKU038,2025-12-01,actual,15.0,9.0,15.0,15.0,0
SKU038,2025-12-08,actual,11.0,11.0,11.0,11.0,0
SKU038,2025-12-15,actual,10.0,7.0,10.0,10.0,0
SKU038,2025-12-22,actual,21.0,16.0,21.0,21.0,0
SKU038,2025-12-29,actual,10.0,6.0,10.0,10.0,0
SKU038,2026-01-05,actual,12.0,15.0,12.0,12.0,0
SKU038,2026-01-12,actual,8.0,14.0,8.0,8.0,0
SKU038,2026-01-19,actual,10.0,18.0,10.0,10.0,0
SKU038,2026-01-26,actual,22.0,12.0,22.0,22.0,0
SKU038,2026-02-02,actual,13.0,16.0,13.0,13.0,0
SKU038,2026-02-09,actual,14.0,8.0,14.0,14.0,0
SKU038,2026-02-16,actual,17.0,13.0,17.0,17.0,0
SKU038,2026-02-23,actual,17.0,14.0,17.0,17.0,0
SKU038,2026-03-02,actual,14.0,13.0,14.0,14.0,0
SKU038,2026-03-09,actual,13.0,14.0,13.0,13.0,0
SKU038,2026-03-16,actual,14.0,10.0,14.0,14.0,0
SKU038,2026-03-23,actual,12.0,12.0,12.0,12.0,0
SKU038,2026-03-30,actual,13.0,9.0,13.0,13.0,0
SKU038,2026-04-06,actual,17.0,13.0,17.0,17.0,0
SKU038,2026-04-13,actual,12.0,14.0,12.0,12.0,0
SKU038,2026-04-20,actual,15.0,11.0,15.0,15.0,0
SKU038,2026-04-27,actual,15.0,14.0,15.0,15.0,0
SKU038,2026-05-04,actual,21.0,15.0,21.0,21.0,0
SKU038,2026-05-11,actual,12.0,6.0,12.0,12.0,0
SKU038,2026-05-18,actual,15.0,8.0,15.0,15.0,0
SKU038,2026-05-25,actual,8.0,10.0,8.0,8.0,0
SKU038,2026-06-01,actual,14.0,18.0,14.0,14.0,0
SKU038,2026-06-08,actual,9.0,10.0,9.0,9.0,0
SKU038,2026-06-15,actual,10.0,9.0,10.0,10.0,0
SKU039,2024-07-01,actual,5.0,0.0,5.0,5.0,0
SKU039,2024-07-08,actual,9.0,5.0,9.0,9.0,0
SKU039,2024-07-15,actual,6.0,7.0,6.0,6.0,0
SKU039,2024-07-22,actual,8.0,6.666666666666667,8.0,8.0,0
SKU039,2024-07-29,actual,13.0,7.0,13.0,13.0,0
SKU039,2024-08-05,actual,8.0,9.0,8.0,8.0,0
SKU039,2024-08-12,actual,18.0,8.75,18.0,18.0,0
SKU039,2024-08-19,actual,6.0,11.75,6.0,6.0,0
SKU039,2024-08-26,actual,9.0,11.25,9.0,9.0,0
SKU039,2024-09-02,actual,4.0,10.25,4.0,4.0,0
SKU039,2024-09-09,actual,7.0,9.25,7.0,7.0,0
SKU039,2024-09-16,actual,10.0,6.5,10.0,10.0,0
SKU039,2024-09-23,actual,11.0,7.5,11.0,11.0,0
SKU039,2024-09-30,actual,13.0,8.0,13.0,13.0,0
SKU039,2024-10-07,actual,8.0,10.25,8.0,8.0,0
SKU039,2024-10-14,actual,7.0,10.5,7.0,7.0,0
SKU039,2024-10-21,actual,15.0,9.75,15.0,15.0,0
SKU039,2024-10-28,actual,6.0,10.75,6.0,6.0,0
SKU039,2024-11-04,actual,6.0,9.0,6.0,6.0,0
SKU039,2024-11-11,actual,19.0,8.5,19.0,19.0,0
SKU039,2024-11-18,actual,9.0,11.5,9.0,9.0,0
SKU039,2024-11-25,actual,10.0,10.0,10.0,10.0,0
SKU039,2024-12-02,actual,12.0,11.0,12.0,12.0,0
SKU039,2024-12-09,actual,10.0,12.5,10.0,10.0,0
SKU039,2024-12-16,actual,10.0,10.25,10.0,10.0,0
SKU039,2024-12-23,actual,16.0,10.5,16.0,16.0,0
SKU039,2024-12-30,actual,10.0,12.0,10.0,10.0,0
SKU039,2025-01-06,actual,16.0,11.5,16.0,16.0,0
SKU039,2025-01-13,actual,9.0,13.0,9.0,9.0,0
SKU039,2025-01-20,actual,25.0,12.75,25.0,25.0,0
SKU039,2025-01-27,actual,14.0,15.0,14.0,14.0,0
SKU039,2025-02-03,actual,10.0,16.0,10.0,10.0,0
SKU039,2025-02-10,actual,20.0,14.5,20.0,20.0,0
SKU039,2025-02-17,actual,12.0,17.25,12.0,12.0,0
SKU039,2025-02-24,actual,8.0,14.0,8.0,8.0,0
SKU039,2025-03-03,actual,15.0,12.5,15.0,15.0,0
SKU039,2025-03-10,actual,15.0,13.75,15.0,15.0,0
SKU039,2025-03-17,actual,8.0,12.5,8.0,8.0,0
SKU039,2025-03-24,actual,11.0,11.5,11.0,11.0,0
SKU039,2025-03-31,actual,15.0,12.25,15.0,15.0,0
SKU039,2025-04-07,actual,12.0,12.25,12.0,12.0,0
SKU039,2025-04-14,actual,15.0,11.5,15.0,15.0,0
SKU039,2025-04-21,actual,15.0,13.25,15.0,15.0,0
SKU039,2025-04-28,actual,21.0,14.25,21.0,21.0,0
SKU039,2025-05-05,actual,20.0,15.75,20.0,20.0,0
SKU039,2025-05-12,actual,13.0,17.75,13.0,13.0,0
SKU039,2025-05-19,actual,15.0,17.25,15.0,15.0,0
SKU039,2025-05-26,actual,13.0,17.25,13.0,13.0,0
SKU039,2025-06-02,actual,11.0,15.25,11.0,11.0,0
SKU039,2025-06-09,actual,18.0,13.0,18.0,18.0,0
SKU039,2025-06-16,actual,6.0,14.25,6.0,6.0,0
SKU039,2025-06-23,actual,11.0,12.0,11.0,11.0,0
SKU039,2025-06-30,actual,6.0,5.0,6.0,6.0,0
SKU039,2025-07-07,actual,11.0,9.0,11.0,11.0,0
SKU039,2025-07-14,actual,8.0,6.0,8.0,8.0,0
SKU039,2025-07-21,actual,11.0,8.0,11.0,11.0,0
SKU039,2025-07-28,actual,6.0,13.0,6.0,6.0,0
SKU039,2025-08-04,actual,4.0,8.0,4.0,4.0,0
SKU039,2025-08-11,actual,16.0,18.0,16.0,16.0,0
SKU039,2025-08-18,actual,10.0,6.0,10.0,10.0,0
SKU039,2025-08-25,actual,12.0,9.0,12.0,12.0,0
SKU039,2025-09-01,actual,4.0,4.0,4.0,4.0,0
SKU039,2025-09-08,actual,10.0,7.0,10.0,10.0,0
SKU039,2025-09-15,actual,4.0,10.0,4.0,4.0,0
SKU039,2025-09-22,actual,11.0,11.0,11.0,11.0,0
SKU039,2025-09-29,actual,6.0,13.0,6.0,6.0,0
SKU039,2025-10-06,actual,7.0,8.0,7.0,7.0,0
SKU039,2025-10-13,actual,9.0,7.0,9.0,9.0,0
SKU039,2025-10-20,actual,10.0,15.0,10.0,10.0,0
SKU039,2025-10-27,actual,12.0,6.0,12.0,12.0,0
SKU039,2025-11-03,actual,11.0,6.0,11.0,11.0,0
SKU039,2025-11-10,actual,5.0,19.0,5.0,5.0,0
SKU039,2025-11-17,actual,9.0,9.0,9.0,9.0,0
SKU039,2025-11-24,actual,13.0,10.0,13.0,13.0,0
SKU039,2025-12-01,actual,13.0,12.0,13.0,13.0,0
SKU039,2025-12-08,actual,6.0,10.0,6.0,6.0,0
SKU039,2025-12-15,actual,6.0,10.0,6.0,6.0,0
SKU039,2025-12-22,actual,16.0,16.0,16.0,16.0,0
SKU039,2025-12-29,actual,11.0,10.0,11.0,11.0,0
SKU039,2026-01-05,actual,11.0,16.0,11.0,11.0,0
SKU039,2026-01-12,actual,12.0,9.0,12.0,12.0,0
SKU039,2026-01-19,actual,16.0,25.0,16.0,16.0,0
SKU039,2026-01-26,actual,16.0,14.0,16.0,16.0,0
SKU039,2026-02-02,actual,15.0,10.0,15.0,15.0,0
SKU039,2026-02-09,actual,11.0,20.0,11.0,11.0,0
SKU039,2026-02-16,actual,18.0,12.0,18.0,18.0,0
SKU039,2026-02-23,actual,7.0,8.0,7.0,7.0,0
SKU039,2026-03-02,actual,9.0,15.0,9.0,9.0,0
SKU039,2026-03-09,actual,18.0,15.0,18.0,18.0,0
SKU039,2026-03-16,actual,20.0,8.0,20.0,20.0,0
SKU039,2026-03-23,actual,8.0,11.0,8.0,8.0,0
SKU039,2026-03-30,actual,9.0,15.0,9.0,9.0,0
SKU039,2026-04-06,actual,12.0,12.0,12.0,12.0,0
SKU039,2026-04-13,actual,12.0,15.0,12.0,12.0,0
SKU039,2026-04-20,actual,16.0,15.0,16.0,16.0,0
SKU039,2026-04-27,actual,21.0,21.0,21.0,21.0,0
SKU039,2026-05-04,actual,14.0,20.0,14.0,14.0,0
SKU039,2026-05-11,actual,11.0,13.0,11.0,11.0,0
SKU039,2026-05-18,actual,12.0,15.0,12.0,12.0,0
SKU039,2026-05-25,actual,13.0,13.0,13.0,13.0,0
SKU039,2026-06-01,actual,15.0,11.0,15.0,15.0,0
SKU039,2026-06-08,actual,7.0,18.0,7.0,7.0,0
SKU039,2026-06-15,actual,9.0,6.0,9.0,9.0,0
SKU040,2024-06-10,actual,7.0,0.0,7.0,7.0,0
SKU040,2024-06-17,actual,26.0,7.0,26.0,26.0,0
SKU040,2024-06-24,actual,21.0,16.5,21.0,21.0,0
SKU040,2024-07-01,actual,25.0,18.0,25.0,25.0,0
SKU040,2024-07-08,actual,19.0,19.75,19.0,19.0,0
SKU040,2024-07-15,actual,26.0,22.75,26.0,26.0,0
SKU040,2024-07-22,actual,24.0,22.75,24.0,24.0,0
SKU040,2024-07-29,actual,32.0,23.5,32.0,32.0,0
SKU040,2024-08-05,actual,32.0,25.25,32.0,32.0,0
SKU040,2024-08-12,actual,29.0,28.5,29.0,29.0,0
SKU040,2024-08-19,actual,24.0,29.25,24.0,24.0,0
SKU040,2024-08-26,actual,24.0,29.25,24.0,24.0,0
SKU040,2024-09-02,actual,22.0,27.25,22.0,22.0,0
SKU040,2024-09-09,actual,21.0,24.75,21.0,21.0,0
SKU040,2024-09-16,actual,31.0,22.75,31.0,31.0,0
SKU040,2024-09-23,actual,12.0,24.5,12.0,12.0,0
SKU040,2024-09-30,actual,21.0,21.5,21.0,21.0,0
SKU040,2024-10-07,actual,16.0,21.25,16.0,16.0,0
SKU040,2024-10-14,actual,18.0,20.0,18.0,18.0,0
SKU040,2024-10-21,actual,29.0,16.75,29.0,29.0,0
SKU040,2024-10-28,actual,15.0,21.0,15.0,15.0,0
SKU040,2024-11-04,actual,25.0,19.5,25.0,25.0,0
SKU040,2024-11-11,actual,25.0,21.75,25.0,25.0,0
SKU040,2024-11-18,actual,11.0,23.5,11.0,11.0,0
SKU040,2024-11-25,actual,16.0,19.0,16.0,16.0,0
SKU040,2024-12-02,actual,11.0,19.25,11.0,11.0,0
SKU040,2024-12-09,actual,16.0,15.75,16.0,16.0,0
SKU040,2024-12-16,actual,17.0,13.5,17.0,17.0,0
SKU040,2024-12-23,actual,23.0,15.0,23.0,23.0,0
SKU040,2024-12-30,actual,16.0,16.75,16.0,16.0,0
SKU040,2025-01-06,actual,16.0,18.0,16.0,16.0,0
SKU040,2025-01-13,actual,11.0,18.0,11.0,11.0,0
SKU040,2025-01-20,actual,16.0,16.5,16.0,16.0,0
SKU040,2025-01-27,actual,13.0,14.75,13.0,13.0,0
SKU040,2025-02-03,actual,19.0,14.0,19.0,19.0,0
SKU040,2025-02-10,actual,10.0,14.75,10.0,10.0,0
SKU040,2025-02-17,actual,10.0,14.5,10.0,10.0,0
SKU040,2025-02-24,actual,20.0,13.0,20.0,20.0,0
SKU040,2025-03-03,actual,20.0,14.75,20.0,20.0,0
SKU040,2025-03-10,actual,18.0,15.0,18.0,18.0,0
SKU040,2025-03-17,actual,15.0,17.0,15.0,15.0,0
SKU040,2025-03-24,actual,23.0,18.25,23.0,23.0,0
SKU040,2025-03-31,actual,23.0,19.0,23.0,23.0,0
SKU040,2025-04-07,actual,25.0,19.75,25.0,25.0,0
SKU040,2025-04-14,actual,17.0,21.5,17.0,17.0,0
SKU040,2025-04-21,actual,14.0,22.0,14.0,14.0,0
SKU040,2025-04-28,actual,29.0,19.75,29.0,29.0,0
SKU040,2025-05-05,actual,33.0,21.25,33.0,33.0,0
SKU040,2025-05-12,actual,26.0,23.25,26.0,26.0,0
SKU040,2025-05-19,actual,25.0,25.5,25.0,25.0,0
SKU040,2025-05-26,actual,21.0,28.25,21.0,21.0,0
SKU040,2025-06-02,actual,29.0,26.25,29.0,29.0,0
SKU040,2025-06-09,actual,24.0,7.0,24.0,24.0,0
SKU040,2025-06-16,actual,29.0,26.0,29.0,29.0,0
SKU040,2025-06-23,actual,20.0,21.0,20.0,20.0,0
SKU040,2025-06-30,actual,22.0,25.0,22.0,22.0,0
SKU040,2025-07-07,actual,18.0,19.0,18.0,18.0,0
SKU040,2025-07-14,actual,17.0,26.0,17.0,17.0,0
SKU040,2025-07-21,actual,21.0,24.0,21.0,21.0,0
SKU040,2025-07-28,actual,22.0,32.0,22.0,22.0,0
SKU040,2025-08-04,actual,22.0,32.0,22.0,22.0,0
SKU040,2025-08-11,actual,43.0,29.0,43.0,43.0,0
SKU040,2025-08-18,actual,17.0,24.0,17.0,17.0,0
SKU040,2025-08-25,actual,25.0,24.0,25.0,25.0,0
SKU040,2025-09-01,actual,20.0,22.0,20.0,20.0,0
SKU040,2025-09-08,actual,19.0,21.0,19.0,19.0,0
SKU040,2025-09-15,actual,18.0,31.0,18.0,18.0,0
SKU040,2025-09-22,actual,25.0,12.0,25.0,25.0,0
SKU040,2025-09-29,actual,23.0,21.0,23.0,23.0,0
SKU040,2025-10-06,actual,16.0,16.0,16.0,16.0,0
SKU040,2025-10-13,actual,19.0,18.0,19.0,19.0,0
SKU040,2025-10-20,actual,21.0,29.0,21.0,21.0,0
SKU040,2025-10-27,actual,26.0,15.0,26.0,26.0,0
SKU040,2025-11-03,actual,10.0,25.0,10.0,10.0,0
SKU040,2025-11-10,actual,12.0,25.0,12.0,12.0,0
SKU040,2025-11-17,actual,13.0,11.0,13.0,13.0,0
SKU040,2025-11-24,actual,5.0,16.0,5.0,5.0,0
SKU040,2025-12-01,actual,12.0,11.0,12.0,12.0,0
SKU040,2025-12-08,actual,20.0,16.0,20.0,20.0,0
SKU040,2025-12-15,actual,19.0,17.0,19.0,19.0,0
SKU040,2025-12-22,actual,17.0,23.0,17.0,17.0,0
SKU040,2025-12-29,actual,13.0,16.0,13.0,13.0,0
SKU040,2026-01-05,actual,18.0,16.0,18.0,18.0,0
SKU040,2026-01-12,actual,9.0,11.0,9.0,9.0,0
SKU040,2026-01-19,actual,13.0,16.0,13.0,13.0,0
SKU040,2026-01-26,actual,21.0,13.0,21.0,21.0,0
SKU040,2026-02-02,actual,11.0,19.0,11.0,11.0,0
SKU040,2026-02-09,actual,19.0,10.0,19.0,19.0,0
SKU040,2026-02-16,actual,14.0,10.0,14.0,14.0,0
SKU040,2026-02-23,actual,14.0,20.0,14.0,14.0,0
SKU040,2026-03-02,actual,16.0,20.0,16.0,16.0,0
SKU040,2026-03-09,actual,16.0,18.0,16.0,16.0,0
SKU040,2026-03-16,actual,17.0,15.0,17.0,17.0,0
SKU040,2026-03-23,actual,20.0,23.0,20.0,20.0,0
SKU040,2026-03-30,actual,17.0,23.0,17.0,17.0,0
SKU040,2026-04-06,actual,22.0,25.0,22.0,22.0,0
SKU040,2026-04-13,actual,20.0,17.0,20.0,20.0,0
SKU040,2026-04-20,actual,17.0,14.0,17.0,17.0,0
SKU040,2026-04-27,actual,16.0,29.0,16.0,16.0,0
SKU040,2026-05-04,actual,21.0,33.0,21.0,21.0,0
SKU040,2026-05-11,actual,20.0,26.0,20.0,20.0,0
SKU040,2026-05-18,actual,30.0,25.0,30.0,30.0,0
SKU040,2026-05-25,actual,14.0,21.0,14.0,14.0,0
SKU040,2026-06-01,actual,19.0,29.0,19.0,19.0,0
SKU040,2026-06-08,actual,28.0,24.0,28.0,28.0,0
SKU040,2026-06-15,actual,25.0,29.0,25.0,25.0,0
SKU041,2024-11-25,actual,12.0,0.0,12.0,12.0,0
SKU041,2024-12-02,actual,14.0,12.0,14.0,14.0,0
SKU041,2024-12-09,actual,13.0,13.0,13.0,13.0,0
SKU041,2024-12-16,actual,13.0,13.0,13.0,13.0,0
SKU041,2024-12-23,actual,27.0,13.0,27.0,27.0,0
SKU041,2024-12-30,actual,23.0,16.75,23.0,23.0,0
SKU041,2025-01-06,actual,12.0,19.0,12.0,12.0,0
SKU041,2025-01-13,actual,12.0,18.75,12.0,12.0,0
SKU041,2025-01-20,actual,22.0,18.5,22.0,22.0,0
SKU041,2025-01-27,actual,20.0,17.25,20.0,20.0,0
SKU041,2025-02-03,actual,15.0,16.5,15.0,15.0,0
SKU041,2025-02-10,actual,13.0,17.25,13.0,13.0,0
SKU041,2025-02-17,actual,10.0,17.5,10.0,10.0,0
SKU041,2025-02-24,actual,10.0,14.5,10.0,10.0,0
SKU041,2025-03-03,actual,11.0,12.0,11.0,11.0,0
SKU041,2025-03-10,actual,12.0,11.0,12.0,12.0,0
SKU041,2025-03-17,actual,17.0,10.75,17.0,17.0,0
SKU041,2025-03-24,actual,13.0,12.5,13.0,13.0,0
SKU041,2025-03-31,actual,11.0,13.25,11.0,11.0,0
SKU041,2025-04-07,actual,16.0,13.25,16.0,16.0,0
SKU041,2025-04-14,actual,11.0,14.25,11.0,11.0,0
SKU041,2025-04-21,actual,5.0,12.75,5.0,5.0,0
SKU041,2025-04-28,actual,15.0,10.75,15.0,15.0,0
SKU041,2025-05-05,actual,15.0,11.75,15.0,15.0,0
SKU041,2025-05-12,actual,6.0,11.5,6.0,6.0,0
SKU041,2025-05-19,actual,13.0,10.25,13.0,13.0,0
SKU041,2025-05-26,actual,13.0,12.25,13.0,13.0,0
SKU041,2025-06-02,actual,12.0,11.75,12.0,12.0,0
SKU041,2025-06-09,actual,13.0,11.0,13.0,13.0,0
SKU041,2025-06-16,actual,6.0,12.75,6.0,6.0,0
SKU041,2025-06-23,actual,4.0,11.0,4.0,4.0,0
SKU041,2025-06-30,actual,8.0,8.75,8.0,8.0,0
SKU041,2025-07-07,actual,4.0,7.75,4.0,4.0,0
SKU041,2025-07-14,actual,6.0,5.5,6.0,6.0,0
SKU041,2025-07-21,actual,7.0,5.5,7.0,7.0,0
SKU041,2025-07-28,actual,2.0,6.25,2.0,2.0,0
