sku_id,category,subcategory,on_hand_units,on_order_units,lead_time_days,reorder_point,lead_time_demand,projected_stock,forward_demand,stockout_risk,overstock_risk,quadrant,recommended_action,rupee_impact,impact_type,list_price,unit_cost
SKU146,Home Decor,Candles,172,0,14,83,61.04,110.96,258.13,0.3315662650602409,0.2221103061764744,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,319.0,163.96
SKU147,Furnishings,Curtains,7,0,21,43,23.71,-16.71,89.96,1.0,0.025937453683118422,REORDER NOW,Raise a replenishment order immediately.,159963.09,revenue_at_risk,2679.0,941.07
SKU148,Kitchenware,Storage,7,0,21,34,28.74,-21.74,94.17,1.0,0.024777883968709072,REORDER NOW,Raise a replenishment order immediately.,50110.26,revenue_at_risk,899.0,365.6
SKU149,Bed & Bath,Duvets,75,0,7,45,20.62,54.38,160.57,0.39577777777777784,0.1556953353677524,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,4679.0,1733.58
SKU150,Furnishings,Curtains,40,0,7,20,8.89,31.11,71.59,0.22225,0.18624575126879916,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2519.0,910.83
SKU151,Furnishings,Cushions,131,0,21,55,42.89,88.11,105.66,0.199,0.41327528550697207,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,3819.0,1436.01
SKU152,Furnishings,Cushions,171,0,14,58,35.68,135.32,129.62,0.0,0.43974695263076685,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,299.0,114.15
SKU153,Home Decor,Wall Art,153,0,28,76,53.87,99.13,105.89,0.34782894736842107,0.4816318821418453,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,4029.0,1969.12
SKU154,Bed & Bath,Sheets,224,0,28,78,78.35,145.65,174.1,0.06634615384615383,0.42887229561554663,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,449.0,222.82
SKU155,Kitchenware,Small Appliances,51,93,14,72,51.12,92.88,198.42,0.35500000000000004,0.08567684709202701,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,4919.0,2124.35
SKU156,Furnishings,Throws,186,0,28,110,67.59,118.41,121.86,0.4617727272727273,0.5087805678647629,MARKDOWN / CLEAR,Promote or discount to free up locked capital.,74102.87,locked_capital,2519.0,1155.33
SKU157,Home Decor,Mirrors,118,0,21,60,48.18,69.82,114.93,0.41816666666666674,0.34223730386612145,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,4269.0,2143.91
SKU158,Furnishings,Curtains,421,0,28,164,139.97,281.03,300.6,0.14320121951219522,0.4668440895985806,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,299.0,140.43
SKU159,Kitchenware,Storage,67,0,21,33,25.22,41.78,69.55,0.36696969696969695,0.32111190989695665,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,599.0,279.37
SKU160,Home Decor,Vases,267,0,14,112,65.2,201.8,277.52,0.09910714285714278,0.3206976073796483,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2159.0,1176.53
SKU161,Home Decor,Mirrors,56,0,7,19,8.58,47.42,68.43,0.0,0.27278484095669536,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,489.0,218.14
SKU162,Home Decor,Vases,184,0,28,78,60.91,123.09,115.35,0.21096153846153842,0.5317150700765786,MARKDOWN / CLEAR,Promote or discount to free up locked capital.,118078.0,locked_capital,4719.0,1720.0
SKU163,Home Decor,Wall Art,15,0,21,143,100.82,-85.82,262.23,1.0,0.019067231056705946,REORDER NOW,Raise a replenishment order immediately.,494022.38,revenue_at_risk,2159.0,812.96
SKU164,Furnishings,Rugs,106,0,21,50,30.45,75.55,73.02,0.24450000000000005,0.4838856934173286,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,879.0,465.21
SKU165,Furnishings,Rugs,119,0,21,65,65.81,53.19,184.53,0.5908461538461539,0.21496053035640095,REORDER NOW,Raise a replenishment order immediately.,51834.09,revenue_at_risk,4389.0,2162.98
SKU166,Furnishings,Throws,298,0,21,138,87.87,210.13,238.52,0.2386594202898551,0.4164570406394991,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,3979.0,1775.35
SKU167,Bed & Bath,Towels,11,0,7,6,5.23,5.77,53.0,0.5191666666666667,0.06918238993710692,REORDER NOW,Raise a replenishment order immediately.,335.57,revenue_at_risk,1459.0,557.21
SKU168,Home Decor,Candles,21,0,21,109,77.54,-56.54,200.9,1.0,0.03484320557491289,REORDER NOW,Raise a replenishment order immediately.,82604.46,revenue_at_risk,499.0,190.78
SKU169,Home Decor,Candles,234,0,28,46,33.22,200.78,68.05,0.0,1.0,MARKDOWN / CLEAR,Promote or discount to free up locked capital.,99936.75,locked_capital,1239.0,602.21
SKU170,Home Decor,Candles,93,0,28,46,38.73,54.27,90.9,0.4101086956521739,0.341034103410341,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,4279.0,2035.75
SKU171,Furnishings,Curtains,86,0,28,208,146.86,-60.86,289.17,1.0,0.09913430392733225,REORDER NOW,Raise a replenishment order immediately.,811688.34,revenue_at_risk,3019.0,1321.49
SKU172,Bed & Bath,Towels,11,0,14,21,16.46,-5.46,79.2,1.0,0.0462962962962963,REORDER NOW,Raise a replenishment order immediately.,43103.34,revenue_at_risk,1629.0,687.16
SKU173,Bed & Bath,Sheets,8,0,14,16,12.43,-4.43,60.96,1.0,0.04374453193350831,REORDER NOW,Raise a replenishment order immediately.,74753.37,revenue_at_risk,3659.0,1945.88
SKU174,Kitchenware,Cookware,94,254,28,169,117.01,230.99,239.74,0.3165976331360947,0.13069714412836128,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,759.0,327.13
SKU175,Kitchenware,Small Appliances,200,0,14,92,74.35,125.65,287.98,0.31711956521739126,0.23149755770076622,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2139.0,1163.36
SKU176,Bed & Bath,Pillows,272,0,28,161,135.51,136.49,294.0,0.5761180124223602,0.30839002267573695,REORDER NOW,Raise a replenishment order immediately.,58309.29,revenue_at_risk,2379.0,990.09
SKU177,Home Decor,Wall Art,19,31,14,30,18.39,31.61,80.24,0.4731666666666667,0.07892987703556,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,3199.0,1571.85
SKU178,Furnishings,Rugs,10,51,28,47,31.9,29.1,73.37,0.6904255319148936,0.045431829539775564,REORDER NOW,Raise a replenishment order immediately.,64601.1,revenue_at_risk,3609.0,1585.34
SKU179,Home Decor,Mirrors,45,0,7,22,11.93,33.07,77.83,0.2484090909090909,0.19272773994603623,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,569.0,259.6
SKU180,Bed & Bath,Sheets,89,0,14,40,27.51,61.49,102.53,0.231375,0.2893462076140317,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,3049.0,1486.82
SKU181,Bed & Bath,Towels,2,0,14,26,15.57,-13.57,78.15,1.0,0.008530603540200469,REORDER NOW,Raise a replenishment order immediately.,130541.43,revenue_at_risk,3299.0,1727.3
SKU182,Bed & Bath,Duvets,25,0,21,35,28.1,-3.1,76.49,1.0,0.10894670327275897,REORDER NOW,Raise a replenishment order immediately.,36918.9,revenue_at_risk,969.0,521.29
SKU183,Home Decor,Candles,167,0,14,87,73.62,93.38,288.28,0.4633333333333334,0.19309930160492117,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2379.0,1245.71
SKU184,Kitchenware,Tableware,67,0,28,35,37.03,29.97,76.96,0.5718571428571428,0.29019404019404016,REORDER NOW,Raise a replenishment order immediately.,21120.97,revenue_at_risk,4199.0,2195.75
SKU185,Kitchenware,Storage,233,0,28,103,69.89,163.11,127.06,0.20820388349514557,0.6112597722860591,MARKDOWN / CLEAR,Promote or discount to free up locked capital.,66811.06,locked_capital,1309.0,630.65
SKU186,Furnishings,Curtains,616,0,28,303,231.13,384.87,481.83,0.3649009900990099,0.42615306920144724,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,4369.0,2397.13
SKU187,Home Decor,Candles,347,0,28,178,124.29,222.71,263.63,0.3744101123595506,0.43874622260997104,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2199.0,913.48
SKU188,Home Decor,Candles,72,0,14,32,21.68,50.32,88.43,0.21375,0.2714011082211919,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,1689.0,810.41
SKU189,Bed & Bath,Pillows,63,0,28,25,27.93,35.07,62.1,0.2986,0.33816425120772947,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2129.0,936.2
SKU190,Furnishings,Curtains,678,0,21,231,129.39,548.61,318.42,0.0,0.7097544124112806,MARKDOWN / CLEAR,Promote or discount to free up locked capital.,626169.02,locked_capital,3869.0,1741.39
SKU191,Kitchenware,Storage,77,0,14,35,26.49,50.51,111.65,0.27842857142857147,0.22988505747126434,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2089.0,897.78
SKU192,Kitchenware,Tableware,43,0,14,21,16.81,26.19,71.05,0.3764285714285714,0.2017358667604973,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2749.0,1414.3
SKU193,Furnishings,Cushions,11,0,21,31,25.14,-14.14,70.92,1.0,0.051701447640533936,REORDER NOW,Raise a replenishment order immediately.,210307.26,revenue_at_risk,4659.0,1686.81
SKU194,Home Decor,Mirrors,10,0,7,18,9.4,0.6,87.72,0.9833333333333333,0.03799969600243198,REORDER NOW,Raise a replenishment order immediately.,81240.6,revenue_at_risk,4669.0,2131.17
SKU195,Kitchenware,Tableware,80,0,14,31,18.18,61.82,80.63,0.0029032258064515815,0.3307288436892803,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2239.0,838.23
SKU196,Home Decor,Vases,123,0,14,59,45.78,77.22,188.54,0.3455932203389831,0.21746048583854885,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,2289.0,841.0
SKU197,Kitchenware,Small Appliances,211,0,7,78,45.07,165.93,387.01,0.0,0.18173518341472658,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,3129.0,1607.8
SKU198,Home Decor,Wall Art,216,0,21,93,74.86,141.14,200.2,0.24118279569892465,0.3596403596403597,HEALTHY,No action needed; inventory levels are optimal.,0.0,none,3919.0,1807.94
SKU199,Bed & Bath,Duvets,13,0,14,41,26.58,-13.58,98.23,1.0,0.04411415385659506,REORDER NOW,Raise a replenishment order immediately.,187700.62,revenue_at_risk,3439.0,1269.36
SKU200,Furnishings,Curtains,75,0,28,49,40.35,34.65,90.37,0.6464285714285715,0.27664047803474606,REORDER NOW,Raise a replenishment order immediately.,40452.65,revenue_at_risk,2819.0,1087.26
