sku_id,date,promo_flag,units_sold,unit_price,revenue
SKU008,2025-03-20,0,2.0,2749.0,5498.0
SKU010,2025-03-20,0,2.0,369.0,738.0
SKU011,2025-03-20,0,0.0,839.0,0.0
SKU012,2025-03-20,0,1.0,1589.0,1589.0
SKU013,2025-03-20,0,3.0,3919.0,11757.0
SKU014,2025-03-20,0,3.0,2949.0,8847.0
SKU016,2025-03-20,0,7.0,2259.0,15813.0
SKU017,2025-03-20,0,1.0,1369.0,1369.0
SKU018,2025-03-20,0,1.0,1569.0,1569.0
SKU019,2025-03-20,0,6.0,4869.0,29214.0
SKU020,2025-03-20,0,6.0,2229.0,13374.0
SKU021,2025-03-20,0,1.0,4929.0,4929.0
SKU023,2025-03-20,0,2.0,3479.0,6958.0
SKU024,2025-03-20,0,0.0,949.0,0.0
SKU025,2025-03-20,0,2.0,1119.0,2238.0
SKU029,2025-03-20,0,1.0,3799.0,3799.0
SKU031,2025-03-20,0,4.0,4359.0,17436.0
SKU032,2025-03-20,0,2.0,369.0,738.0
SKU034,2025-03-20,0,1.0,759.0,759.0
SKU036,2025-03-20,0,2.0,2699.0,5398.0
SKU038,2025-03-20,0,3.0,3079.0,9237.0
SKU039,2025-03-20,0,5.0,4189.0,20945.0
SKU040,2025-03-20,0,2.0,3709.0,7418.0
SKU041,2025-03-20,0,2.0,3799.0,7598.0
SKU042,2025-03-20,0,8.0,3659.0,29272.0
SKU045,2025-03-20,0,2.0,3349.0,6698.0
SKU046,2025-03-20,0,4.0,3389.0,13556.0
SKU047,2025-03-20,0,0.0,4059.0,0.0
SKU048,2025-03-20,0,8.0,4549.0,36392.0
SKU049,2025-03-20,0,1.0,1879.0,1879.0
SKU050,2025-03-20,0,2.0,3749.0,7498.0
SKU054,2025-03-20,0,3.0,729.0,2187.0
SKU055,2025-03-20,0,1.0,4669.0,4669.0
SKU058,2025-03-20,0,0.0,2069.0,0.0
SKU059,2025-03-20,0,0.0,2339.0,0.0
SKU062,2025-03-20,0,3.0,3259.0,9777.0
SKU063,2025-03-20,0,0.0,4599.0,0.0
SKU064,2025-03-20,0,3.0,1959.0,5877.0
SKU065,2025-03-20,0,4.0,2229.0,8916.0
SKU067,2025-03-20,0,0.0,4199.0,0.0
SKU069,2025-03-20,0,0.0,1369.0,0.0
SKU070,2025-03-20,0,2.0,4849.0,9698.0
SKU071,2025-03-20,0,,3209.0,
SKU073,2025-03-20,0,6.0,4349.0,26094.0
SKU075,2025-03-20,0,3.0,1009.0,3027.0
SKU076,2025-03-20,0,3.0,3129.0,9387.0
SKU079,2025-03-20,0,0.0,1279.0,0.0
SKU080,2025-03-20,0,4.0,919.0,3676.0
SKU081,2025-03-20,0,1.0,2169.0,2169.0
SKU082,2025-03-20,0,1.0,4479.0,4479.0
SKU083,2025-03-20,0,1.0,3759.0,3759.0
SKU084,2025-03-20,0,4.0,2639.0,10556.0
SKU085,2025-03-20,0,6.0,1049.0,6294.0
SKU086,2025-03-20,0,3.0,4159.0,12477.0
SKU089,2025-03-20,0,16.0,4949.0,79184.0
SKU090,2025-03-20,0,2.0,2219.0,4438.0
SKU091,2025-03-20,0,7.0,2999.0,20993.0
SKU092,2025-03-20,0,2.0,3279.0,6558.0
SKU093,2025-03-20,0,0.0,2069.0,0.0
SKU095,2025-03-20,0,7.0,949.0,6643.0
SKU098,2025-03-20,0,0.0,3929.0,0.0
SKU099,2025-03-20,0,2.0,1149.0,2298.0
SKU100,2025-03-20,0,3.0,769.0,2307.0
SKU102,2025-03-20,0,5.0,4579.0,22895.0
SKU103,2025-03-20,0,11.0,4389.0,48279.0
SKU104,2025-03-20,0,2.0,2249.0,4498.0
SKU106,2025-03-20,0,3.0,1599.0,4797.0
SKU107,2025-03-20,0,0.0,2249.0,0.0
SKU110,2025-03-20,0,12.0,649.0,7788.0
SKU111,2025-03-20,0,3.0,3659.0,10977.0
SKU112,2025-03-20,0,4.0,2979.0,11916.0
SKU113,2025-03-20,0,0.0,4319.0,0.0
SKU115,2025-03-20,0,2.0,1519.0,3038.0
SKU117,2025-03-20,0,2.0,399.0,798.0
SKU118,2025-03-20,0,8.0,4529.0,36232.0
SKU120,2025-03-20,0,2.0,3739.0,7478.0
SKU121,2025-03-20,0,1.0,2099.0,2099.0
SKU122,2025-03-20,0,1.0,4229.0,4229.0
SKU126,2025-03-20,0,4.0,1779.0,7116.0
SKU127,2025-03-20,0,5.0,2849.0,14245.0
SKU128,2025-03-20,0,3.0,3339.0,10017.0
SKU130,2025-03-20,0,3.0,4039.0,12117.0
SKU132,2025-03-20,0,4.0,2829.0,11316.0
SKU133,2025-03-20,0,1.0,409.0,409.0
SKU135,2025-03-20,0,2.0,2279.0,4558.0
SKU136,2025-03-20,0,4.0,4939.0,19756.0
SKU137,2025-03-20,0,15.0,1519.0,22785.0
SKU138,2025-03-20,0,4.0,3349.0,13396.0
SKU141,2025-03-20,0,3.0,1549.0,4647.0
SKU146,2025-03-20,0,2.0,319.0,638.0
SKU148,2025-03-20,0,0.0,899.0,0.0
SKU151,2025-03-20,0,1.0,3819.0,3819.0
SKU152,2025-03-20,0,1.0,299.0,299.0
SKU153,2025-03-20,0,6.0,4029.0,24174.0
SKU155,2025-03-20,0,7.0,4919.0,34433.0
SKU157,2025-03-20,0,2.0,4269.0,8538.0
SKU158,2025-03-20,0,3.0,299.0,897.0
SKU163,2025-03-20,0,4.0,2159.0,8636.0
SKU168,2025-03-20,0,4.0,499.0,1996.0
SKU170,2025-03-20,0,1.0,4279.0,4279.0
SKU172,2025-03-20,0,0.0,1629.0,0.0
SKU173,2025-03-20,0,0.0,3659.0,0.0
SKU176,2025-03-20,0,1.0,2379.0,2379.0
SKU177,2025-03-20,0,2.0,3199.0,6398.0
SKU178,2025-03-20,0,1.0,3609.0,3609.0
SKU182,2025-03-20,0,0.0,969.0,0.0
SKU184,2025-03-20,0,1.0,4199.0,4199.0
SKU186,2025-03-20,0,9.0,4369.0,39321.0
SKU187,2025-03-20,0,2.0,2199.0,4398.0
SKU188,2025-03-20,0,5.0,1689.0,8445.0
SKU192,2025-03-20,0,0.0,2749.0,0.0
SKU193,2025-03-20,0,1.0,4659.0,4659.0
SKU194,2025-03-20,0,3.0,4669.0,14007.0
SKU195,2025-03-20,0,2.0,2239.0,4478.0
SKU196,2025-03-20,0,3.0,2289.0,6867.0
SKU197,2025-03-20,0,4.0,3129.0,12516.0
SKU198,2025-03-20,0,3.0,3919.0,11757.0
SKU199,2025-03-20,0,2.0,3439.0,6878.0
SKU200,2025-03-20,0,2.0,2819.0,5638.0
SKU001,2025-03-21,0,1.0,3739.0,3739.0
SKU002,2025-03-21,0,1.0,559.0,559.0
SKU003,2025-03-21,0,0.0,2769.0,0.0
SKU007,2025-03-21,0,1.0,2739.0,2739.0
SKU008,2025-03-21,0,0.0,2749.0,0.0
SKU010,2025-03-21,0,1.0,369.0,369.0
SKU011,2025-03-21,0,0.0,839.0,0.0
SKU012,2025-03-21,0,1.0,1589.0,1589.0
SKU013,2025-03-21,0,2.0,3919.0,7838.0
SKU014,2025-03-21,0,0.0,2949.0,0.0
SKU016,2025-03-21,0,7.0,2259.0,15813.0
SKU017,2025-03-21,0,0.0,1369.0,0.0
SKU018,2025-03-21,0,1.0,1569.0,1569.0
SKU019,2025-03-21,0,3.0,4869.0,14607.0
SKU020,2025-03-21,0,7.0,2229.0,15603.0
SKU021,2025-03-21,0,4.0,4929.0,19716.0
SKU023,2025-03-21,0,1.0,3479.0,3479.0
SKU024,2025-03-21,0,1.0,949.0,949.0
SKU025,2025-03-21,0,1.0,1119.0,1119.0
SKU029,2025-03-21,0,3.0,3799.0,11397.0
SKU031,2025-03-21,0,1.0,4359.0,4359.0
SKU032,2025-03-21,0,4.0,369.0,1476.0
SKU034,2025-03-21,0,1.0,759.0,759.0
SKU036,2025-03-21,0,0.0,2699.0,0.0
SKU038,2025-03-21,0,0.0,3079.0,0.0
SKU039,2025-03-21,0,0.0,4189.0,0.0
SKU040,2025-03-21,0,5.0,3709.0,18545.0
SKU041,2025-03-21,0,1.0,3799.0,3799.0
SKU042,2025-03-21,0,7.0,3659.0,25613.0
SKU045,2025-03-21,0,2.0,3349.0,6698.0
SKU046,2025-03-21,0,3.0,3389.0,10167.0
SKU047,2025-03-21,0,1.0,4059.0,4059.0
SKU048,2025-03-21,0,7.0,4549.0,31843.0
SKU049,2025-03-21,0,1.0,1879.0,1879.0
SKU050,2025-03-21,0,3.0,3749.0,11247.0
SKU054,2025-03-21,0,0.0,729.0,0.0
SKU055,2025-03-21,0,0.0,4669.0,0.0
SKU058,2025-03-21,0,0.0,2069.0,0.0
SKU059,2025-03-21,0,3.0,2339.0,7017.0
SKU062,2025-03-21,0,2.0,3259.0,6518.0
SKU063,2025-03-21,0,2.0,4599.0,9198.0
SKU064,2025-03-21,0,6.0,1959.0,11754.0
SKU065,2025-03-21,0,0.0,2229.0,0.0
SKU067,2025-03-21,0,3.0,4199.0,12597.0
SKU069,2025-03-21,0,1.0,1369.0,1369.0
SKU070,2025-03-21,0,2.0,4849.0,9698.0
SKU071,2025-03-21,0,3.0,3209.0,9627.0
SKU073,2025-03-21,0,4.0,4349.0,17396.0
SKU075,2025-03-21,0,4.0,1009.0,4036.0
SKU076,2025-03-21,0,2.0,3129.0,6258.0
SKU079,2025-03-21,0,4.0,1279.0,5116.0
SKU080,2025-03-21,0,1.0,919.0,919.0
SKU081,2025-03-21,0,1.0,2169.0,2169.0
SKU082,2025-03-21,0,5.0,4479.0,22395.0
SKU083,2025-03-21,0,0.0,3759.0,0.0
SKU084,2025-03-21,0,5.0,2639.0,13195.0
SKU085,2025-03-21,0,1.0,1049.0,1049.0
SKU086,2025-03-21,0,1.0,4159.0,4159.0
SKU089,2025-03-21,0,10.0,4949.0,49490.0
SKU090,2025-03-21,0,1.0,2219.0,2219.0
SKU091,2025-03-21,0,3.0,2999.0,8997.0
SKU092,2025-03-21,0,2.0,3279.0,6558.0
SKU093,2025-03-21,0,0.0,2069.0,0.0
SKU095,2025-03-21,0,4.0,949.0,3796.0
SKU098,2025-03-21,0,1.0,3929.0,3929.0
SKU099,2025-03-21,0,1.0,1149.0,1149.0
SKU100,2025-03-21,0,1.0,769.0,769.0
SKU102,2025-03-21,0,2.0,4579.0,9158.0
SKU103,2025-03-21,0,4.0,4389.0,17556.0
SKU104,2025-03-21,0,2.0,2249.0,4498.0
SKU106,2025-03-21,0,0.0,1599.0,0.0
SKU107,2025-03-21,0,1.0,2249.0,2249.0
SKU110,2025-03-21,0,9.0,649.0,5841.0
SKU111,2025-03-21,0,2.0,3659.0,7318.0
SKU112,2025-03-21,0,2.0,2979.0,5958.0
SKU113,2025-03-21,0,1.0,4319.0,4319.0
SKU115,2025-03-21,0,2.0,1519.0,3038.0
SKU117,2025-03-21,0,4.0,399.0,1596.0
SKU118,2025-03-21,0,7.0,4529.0,31703.0
SKU120,2025-03-21,0,4.0,3739.0,14956.0
SKU121,2025-03-21,0,4.0,,8396.0
SKU122,2025-03-21,0,4.0,4229.0,16916.0
SKU126,2025-03-21,0,4.0,1779.0,7116.0
SKU127,2025-03-21,0,3.0,2849.0,8547.0
SKU128,2025-03-21,0,4.0,3339.0,13356.0
SKU130,2025-03-21,0,2.0,4039.0,8078.0
SKU132,2025-03-21,0,0.0,2829.0,0.0
SKU133,2025-03-21,0,5.0,409.0,2045.0
SKU135,2025-03-21,0,2.0,2279.0,4558.0
SKU136,2025-03-21,0,1.0,4939.0,4939.0
SKU137,2025-03-21,0,10.0,1519.0,15190.0
SKU138,2025-03-21,0,0.0,3349.0,0.0
SKU141,2025-03-21,0,1.0,1549.0,1549.0
SKU146,2025-03-21,0,2.0,319.0,638.0
SKU148,2025-03-21,0,0.0,899.0,0.0
SKU151,2025-03-21,0,0.0,3819.0,0.0
SKU152,2025-03-21,0,0.0,299.0,0.0
SKU153,2025-03-21,0,1.0,4029.0,4029.0
SKU155,2025-03-21,0,5.0,4919.0,24595.0
SKU157,2025-03-21,0,1.0,4269.0,4269.0
SKU158,2025-03-21,0,3.0,299.0,897.0
SKU163,2025-03-21,0,4.0,2159.0,8636.0
SKU168,2025-03-21,0,4.0,499.0,1996.0
SKU170,2025-03-21,0,1.0,4279.0,4279.0
SKU172,2025-03-21,0,0.0,1629.0,0.0
SKU173,2025-03-21,0,1.0,3659.0,3659.0
SKU176,2025-03-21,0,6.0,2379.0,14274.0
SKU177,2025-03-21,0,0.0,3199.0,0.0
SKU178,2025-03-21,0,2.0,3609.0,7218.0
SKU182,2025-03-21,0,1.0,969.0,969.0
SKU184,2025-03-21,0,0.0,4199.0,0.0
SKU186,2025-03-21,0,7.0,4369.0,30583.0
SKU187,2025-03-21,0,7.0,2199.0,15393.0
SKU188,2025-03-21,0,5.0,1689.0,8445.0
SKU192,2025-03-21,0,1.0,2749.0,2749.0
SKU193,2025-03-21,0,2.0,4659.0,9318.0
SKU194,2025-03-21,0,2.0,4669.0,9338.0
SKU195,2025-03-21,0,2.0,2239.0,4478.0
SKU196,2025-03-21,0,1.0,2289.0,2289.0
SKU197,2025-03-21,0,5.0,3129.0,15645.0
SKU198,2025-03-21,0,4.0,3919.0,15676.0
SKU199,2025-03-21,0,0.0,3439.0,0.0
SKU200,2025-03-21,0,0.0,2819.0,0.0
SKU001,2025-03-22,0,2.0,3739.0,7478.0
SKU002,2025-03-22,0,2.0,559.0,1118.0
SKU003,2025-03-22,0,0.0,2769.0,0.0
SKU007,2025-03-22,0,1.0,2739.0,2739.0
SKU008,2025-03-22,0,0.0,2749.0,0.0
SKU010,2025-03-22,0,0.0,369.0,0.0
SKU011,2025-03-22,0,1.0,839.0,839.0
SKU012,2025-03-22,0,3.0,1589.0,4767.0
SKU013,2025-03-22,0,2.0,3919.0,7838.0
SKU014,2025-03-22,0,5.0,2949.0,14745.0
SKU016,2025-03-22,0,3.0,2259.0,6777.0
SKU017,2025-03-22,0,1.0,1369.0,1369.0
SKU018,2025-03-22,0,0.0,1569.0,0.0
SKU019,2025-03-22,0,16.0,4869.0,77904.0
SKU020,2025-03-22,0,6.0,2229.0,13374.0
SKU021,2025-03-22,0,3.0,4929.0,14787.0
SKU023,2025-03-22,0,11.0,3479.0,38269.0
SKU024,2025-03-22,0,2.0,949.0,1898.0
SKU025,2025-03-22,0,5.0,1119.0,5595.0
SKU029,2025-03-22,0,1.0,3799.0,3799.0
SKU031,2025-03-22,0,2.0,4359.0,8718.0
SKU032,2025-03-22,0,1.0,369.0,369.0
SKU034,2025-03-22,0,2.0,759.0,1518.0
SKU036,2025-03-22,0,1.0,2699.0,2699.0
SKU038,2025-03-22,0,0.0,3079.0,0.0
SKU039,2025-03-22,0,0.0,4189.0,0.0
SKU040,2025-03-22,0,1.0,3709.0,3709.0
SKU041,2025-03-22,0,2.0,3799.0,7598.0
SKU042,2025-03-22,0,7.0,3659.0,25613.0
SKU045,2025-03-22,0,3.0,3349.0,10047.0
SKU046,2025-03-22,0,4.0,3389.0,13556.0
SKU047,2025-03-22,0,1.0,4059.0,4059.0
SKU048,2025-03-22,0,7.0,4549.0,31843.0
SKU049,2025-03-22,0,2.0,1879.0,3758.0
SKU050,2025-03-22,0,4.0,3749.0,14996.0
SKU054,2025-03-22,0,3.0,729.0,2187.0
SKU055,2025-03-22,0,1.0,4669.0,4669.0
SKU058,2025-03-22,0,0.0,2069.0,0.0
SKU059,2025-03-22,0,4.0,2339.0,9356.0
SKU062,2025-03-22,0,3.0,3259.0,9777.0
SKU063,2025-03-22,0,1.0,4599.0,4599.0
SKU064,2025-03-22,0,3.0,1959.0,5877.0
SKU065,2025-03-22,0,6.0,2229.0,13374.0
SKU067,2025-03-22,0,4.0,4199.0,16796.0
SKU069,2025-03-22,0,2.0,1369.0,2738.0
SKU070,2025-03-22,0,2.0,4849.0,9698.0
SKU071,2025-03-22,0,4.0,3209.0,12836.0
SKU073,2025-03-22,0,5.0,4349.0,21745.0
SKU075,2025-03-22,0,3.0,1009.0,3027.0
SKU076,2025-03-22,0,0.0,3129.0,0.0
SKU079,2025-03-22,0,3.0,1279.0,3837.0
SKU080,2025-03-22,0,1.0,919.0,919.0
SKU081,2025-03-22,0,2.0,2169.0,4338.0
SKU082,2025-03-22,0,3.0,4479.0,13437.0
SKU083,2025-03-22,0,2.0,3759.0,7518.0
SKU084,2025-03-22,0,6.0,2639.0,15834.0
SKU085,2025-03-22,0,7.0,1049.0,7343.0
SKU086,2025-03-22,0,4.0,4159.0,16636.0
SKU089,2025-03-22,0,20.0,4949.0,98980.0
SKU090,2025-03-22,0,2.0,2219.0,4438.0
SKU091,2025-03-22,0,3.0,2999.0,8997.0
SKU092,2025-03-22,0,4.0,3279.0,13116.0
SKU093,2025-03-22,0,0.0,2069.0,0.0
SKU095,2025-03-22,0,6.0,949.0,5694.0
SKU098,2025-03-22,0,2.0,3929.0,7858.0
SKU099,2025-03-22,0,1.0,1149.0,1149.0
SKU100,2025-03-22,0,0.0,769.0,0.0
SKU102,2025-03-22,0,10.0,4579.0,45790.0
SKU103,2025-03-22,0,4.0,4389.0,17556.0
SKU104,2025-03-22,0,3.0,2249.0,6747.0
SKU106,2025-03-22,0,0.0,1599.0,0.0
SKU107,2025-03-22,0,3.0,2249.0,6747.0
SKU110,2025-03-22,0,19.0,649.0,12331.0
SKU111,2025-03-22,0,0.0,3659.0,0.0
SKU112,2025-03-22,0,1.0,2979.0,2979.0
SKU113,2025-03-22,0,0.0,4319.0,0.0
SKU115,2025-03-22,0,4.0,1519.0,6076.0
SKU117,2025-03-22,0,0.0,399.0,0.0
SKU118,2025-03-22,0,7.0,4529.0,31703.0
SKU120,2025-03-22,0,1.0,3739.0,3739.0
SKU121,2025-03-22,0,3.0,2099.0,6297.0
SKU122,2025-03-22,0,1.0,4229.0,4229.0
SKU126,2025-03-22,0,3.0,1779.0,5337.0
SKU127,2025-03-22,0,2.0,2849.0,5698.0
SKU128,2025-03-22,0,4.0,3339.0,13356.0
SKU130,2025-03-22,0,5.0,4039.0,20195.0
SKU132,2025-03-22,0,3.0,2829.0,8487.0
SKU133,2025-03-22,0,3.0,409.0,1227.0
SKU135,2025-03-22,0,,2279.0,
SKU136,2025-03-22,0,2.0,4939.0,9878.0
SKU137,2025-03-22,0,13.0,1519.0,19747.0
SKU138,2025-03-22,0,5.0,3349.0,16745.0
SKU141,2025-03-22,0,3.0,1549.0,4647.0
SKU146,2025-03-22,0,4.0,319.0,1276.0
SKU148,2025-03-22,0,1.0,899.0,899.0
SKU151,2025-03-22,0,2.0,3819.0,7638.0
SKU152,2025-03-22,0,3.0,299.0,897.0
SKU153,2025-03-22,0,5.0,4029.0,20145.0
SKU155,2025-03-22,0,6.0,4919.0,29514.0
SKU157,2025-03-22,0,3.0,4269.0,12807.0
SKU158,2025-03-22,0,5.0,299.0,1495.0
SKU163,2025-03-22,0,6.0,2159.0,12954.0
SKU168,2025-03-22,0,6.0,499.0,2994.0
SKU170,2025-03-22,0,4.0,4279.0,17116.0
SKU172,2025-03-22,0,0.0,1629.0,0.0
SKU173,2025-03-22,0,0.0,3659.0,0.0
SKU176,2025-03-22,0,6.0,2379.0,14274.0
SKU177,2025-03-22,0,1.0,3199.0,3199.0
SKU178,2025-03-22,0,0.0,3609.0,0.0
SKU182,2025-03-22,0,1.0,969.0,969.0
SKU184,2025-03-22,0,0.0,4199.0,0.0
SKU186,2025-03-22,0,8.0,4369.0,34952.0
SKU187,2025-03-22,0,6.0,2199.0,13194.0
SKU188,2025-03-22,0,2.0,1689.0,3378.0
SKU192,2025-03-22,0,1.0,2749.0,2749.0
SKU193,2025-03-22,0,1.0,4659.0,4659.0
SKU194,2025-03-22,0,3.0,4669.0,14007.0
SKU195,2025-03-22,0,1.0,2239.0,2239.0
SKU196,2025-03-22,0,1.0,2289.0,2289.0
SKU197,2025-03-22,0,2.0,3129.0,6258.0
SKU198,2025-03-22,0,2.0,3919.0,7838.0
SKU199,2025-03-22,0,3.0,3439.0,10317.0
SKU200,2025-03-22,0,1.0,2819.0,2819.0
SKU001,2025-03-23,0,0.0,3739.0,0.0
SKU002,2025-03-23,0,5.0,559.0,2795.0
SKU003,2025-03-23,0,0.0,2769.0,0.0
SKU007,2025-03-23,0,1.0,2739.0,2739.0
SKU008,2025-03-23,0,2.0,2749.0,5498.0
SKU010,2025-03-23,0,2.0,369.0,738.0
SKU011,2025-03-23,0,5.0,839.0,4195.0
SKU012,2025-03-23,0,1.0,1589.0,1589.0
SKU013,2025-03-23,0,1.0,3919.0,3919.0
SKU014,2025-03-23,0,4.0,2949.0,11796.0
SKU016,2025-03-23,0,2.0,2259.0,4518.0
SKU017,2025-03-23,0,1.0,1369.0,1369.0
SKU018,2025-03-23,0,3.0,1569.0,4707.0
SKU019,2025-03-23,0,10.0,4869.0,48690.0
SKU020,2025-03-23,0,4.0,2229.0,8916.0
SKU021,2025-03-23,0,4.0,4929.0,19716.0
SKU023,2025-03-23,0,3.0,3479.0,10437.0
SKU024,2025-03-23,0,5.0,949.0,4745.0
SKU025,2025-03-23,0,4.0,1119.0,4476.0
SKU029,2025-03-23,0,2.0,3799.0,7598.0
SKU031,2025-03-23,0,0.0,4359.0,0.0
SKU032,2025-03-23,0,6.0,369.0,2214.0
SKU034,2025-03-23,0,4.0,759.0,3036.0
SKU036,2025-03-23,0,0.0,2699.0,0.0
SKU038,2025-03-23,0,5.0,3079.0,15395.0
SKU039,2025-03-23,0,1.0,4189.0,4189.0
SKU040,2025-03-23,0,2.0,3709.0,7418.0
SKU041,2025-03-23,0,4.0,3799.0,15196.0
SKU042,2025-03-23,0,6.0,3659.0,21954.0
SKU045,2025-03-23,0,2.0,3349.0,6698.0
SKU046,2025-03-23,0,1.0,3389.0,3389.0
SKU047,2025-03-23,0,1.0,4059.0,4059.0
SKU048,2025-03-23,0,19.0,4549.0,86431.0
SKU049,2025-03-23,0,3.0,1879.0,5637.0
SKU050,2025-03-23,0,2.0,3749.0,7498.0
SKU054,2025-03-23,0,6.0,729.0,4374.0
SKU055,2025-03-23,0,1.0,4669.0,4669.0
SKU058,2025-03-23,0,2.0,2069.0,4138.0
SKU059,2025-03-23,0,4.0,2339.0,9356.0
SKU062,2025-03-23,0,2.0,3259.0,6518.0
SKU063,2025-03-23,0,1.0,4599.0,4599.0
SKU064,2025-03-23,0,4.0,1959.0,7836.0
SKU065,2025-03-23,0,2.0,2229.0,4458.0
SKU067,2025-03-23,0,5.0,4199.0,20995.0
SKU069,2025-03-23,0,3.0,1369.0,4107.0
SKU070,2025-03-23,0,0.0,4849.0,0.0
SKU071,2025-03-23,0,5.0,3209.0,16045.0
SKU073,2025-03-23,0,9.0,4349.0,39141.0
SKU075,2025-03-23,0,5.0,1009.0,5045.0
SKU076,2025-03-23,0,1.0,3129.0,3129.0
SKU079,2025-03-23,0,3.0,1279.0,3837.0
SKU080,2025-03-23,0,1.0,919.0,919.0
SKU081,2025-03-23,0,0.0,2169.0,0.0
SKU082,2025-03-23,0,3.0,4479.0,13437.0
SKU083,2025-03-23,0,0.0,3759.0,0.0
SKU084,2025-03-23,0,7.0,2639.0,18473.0
SKU085,2025-03-23,0,4.0,1049.0,4196.0
SKU086,2025-03-23,0,4.0,4159.0,16636.0
SKU089,2025-03-23,0,12.0,4949.0,59388.0
SKU090,2025-03-23,0,1.0,2219.0,2219.0
SKU091,2025-03-23,0,3.0,2999.0,8997.0
SKU092,2025-03-23,0,8.0,3279.0,26232.0
SKU093,2025-03-23,0,1.0,2069.0,2069.0
SKU095,2025-03-23,0,6.0,949.0,5694.0
SKU098,2025-03-23,0,2.0,3929.0,7858.0
SKU099,2025-03-23,0,6.0,1149.0,6894.0
SKU100,2025-03-23,0,1.0,769.0,769.0
SKU102,2025-03-23,0,,4579.0,
SKU103,2025-03-23,0,11.0,4389.0,48279.0
SKU104,2025-03-23,0,1.0,2249.0,2249.0
SKU106,2025-03-23,0,2.0,1599.0,3198.0
SKU107,2025-03-23,0,1.0,,2249.0
SKU110,2025-03-23,0,11.0,649.0,7139.0
SKU111,2025-03-23,0,1.0,3659.0,3659.0
SKU112,2025-03-23,0,,2979.0,
SKU113,2025-03-23,0,2.0,4319.0,8638.0
SKU115,2025-03-23,0,6.0,1519.0,9114.0
SKU117,2025-03-23,0,1.0,399.0,399.0
SKU118,2025-03-23,0,11.0,4529.0,49819.0
SKU120,2025-03-23,0,1.0,3739.0,3739.0
SKU121,2025-03-23,0,6.0,2099.0,12594.0
SKU122,2025-03-23,0,0.0,4229.0,0.0
SKU126,2025-03-23,0,8.0,1779.0,14232.0
SKU127,2025-03-23,0,8.0,2849.0,22792.0
SKU128,2025-03-23,0,8.0,3339.0,26712.0
SKU130,2025-03-23,0,2.0,4039.0,8078.0
SKU132,2025-03-23,0,0.0,2829.0,0.0
SKU133,2025-03-23,0,1.0,409.0,409.0
SKU135,2025-03-23,0,1.0,2279.0,2279.0
SKU136,2025-03-23,0,1.0,4939.0,4939.0
SKU137,2025-03-23,0,16.0,1519.0,24304.0
SKU138,2025-03-23,0,1.0,3349.0,3349.0
SKU141,2025-03-23,0,0.0,1549.0,0.0
SKU146,2025-03-23,0,2.0,319.0,638.0
SKU148,2025-03-23,0,1.0,899.0,899.0
SKU151,2025-03-23,0,4.0,3819.0,15276.0
SKU152,2025-03-23,0,3.0,299.0,897.0
SKU153,2025-03-23,0,5.0,4029.0,20145.0
SKU155,2025-03-23,0,4.0,4919.0,19676.0
SKU157,2025-03-23,0,1.0,4269.0,4269.0
SKU158,2025-03-23,0,6.0,299.0,1794.0
SKU163,2025-03-23,0,9.0,2159.0,19431.0
SKU168,2025-03-23,0,2.0,499.0,998.0
SKU170,2025-03-23,0,2.0,4279.0,8558.0
SKU172,2025-03-23,0,0.0,1629.0,0.0
SKU173,2025-03-23,0,3.0,3659.0,10977.0
SKU176,2025-03-23,0,10.0,2379.0,23790.0
SKU177,2025-03-23,0,1.0,3199.0,3199.0
SKU178,2025-03-23,0,1.0,3609.0,3609.0
SKU182,2025-03-23,0,3.0,969.0,2907.0
SKU184,2025-03-23,0,2.0,4199.0,8398.0
SKU186,2025-03-23,0,6.0,4369.0,26214.0
SKU187,2025-03-23,0,4.0,,8796.0
SKU188,2025-03-23,0,4.0,1689.0,6756.0
SKU192,2025-03-23,0,1.0,2749.0,2749.0
SKU193,2025-03-23,0,1.0,4659.0,4659.0
SKU194,2025-03-23,0,3.0,4669.0,14007.0
SKU195,2025-03-23,0,0.0,2239.0,0.0
SKU196,2025-03-23,0,4.0,2289.0,9156.0
SKU197,2025-03-23,0,6.0,3129.0,18774.0
SKU198,2025-03-23,0,4.0,3919.0,15676.0
SKU199,2025-03-23,0,5.0,3439.0,17195.0
SKU200,2025-03-23,0,0.0,2819.0,0.0
SKU001,2025-03-24,0,2.0,3739.0,7478.0
SKU002,2025-03-24,0,2.0,559.0,1118.0
SKU003,2025-03-24,0,1.0,2769.0,2769.0
SKU007,2025-03-24,0,1.0,2739.0,2739.0
SKU008,2025-03-24,0,1.0,2749.0,2749.0
SKU010,2025-03-24,0,0.0,369.0,0.0
SKU011,2025-03-24,0,0.0,839.0,0.0
SKU012,2025-03-24,0,6.0,1589.0,9534.0
SKU013,2025-03-24,0,2.0,3919.0,7838.0
SKU014,2025-03-24,0,1.0,2949.0,2949.0
SKU016,2025-03-24,0,5.0,2259.0,11295.0
SKU017,2025-03-24,0,2.0,1369.0,2738.0
SKU018,2025-03-24,0,0.0,1569.0,0.0
SKU019,2025-03-24,0,10.0,4869.0,48690.0
SKU020,2025-03-24,0,8.0,2229.0,17832.0
SKU021,2025-03-24,0,1.0,4929.0,4929.0
SKU023,2025-03-24,0,3.0,3479.0,10437.0
SKU024,2025-03-24,0,2.0,949.0,1898.0
SKU025,2025-03-24,0,1.0,1119.0,1119.0
